  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2536                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -23.500  -0.5941   0.17469   0.17074  -0.0507   1.0000   0.1184
 -23.000  -0.5564   0.17808   0.17423  -0.0480   1.0000   0.1178
 -22.500  -0.5178   0.18061   0.17685  -0.0467   0.9997   0.1170
 -22.000  -0.4499   0.18143   0.17771  -0.0516   0.9976   0.1157
 -21.500  -0.4706   0.16782   0.16403  -0.0600   0.9951   0.1240
 -19.500  -0.8352   0.08844   0.08344  -0.0914   0.9860   0.1676
 -19.000  -0.8132   0.08263   0.07756  -0.0970   0.9839   0.1720
 -18.500  -0.8118   0.07446   0.06917  -0.1031   0.9819   0.1763
 -18.000  -0.7784   0.07074   0.06547  -0.1069   0.9786   0.1813
 -17.500  -0.7608   0.06599   0.06073  -0.1096   0.9714   0.1858
 -17.000  -0.7380   0.06113   0.05580  -0.1135   0.9641   0.1904
 -16.500  -0.7274   0.05539   0.04988  -0.1168   0.9561   0.1943
 -16.000  -0.6954   0.05249   0.04699  -0.1188   0.9459   0.2000
 -15.500  -0.6810   0.04943   0.04395  -0.1179   0.9318   0.2048
 -15.000  -0.6705   0.04551   0.03991  -0.1177   0.9167   0.2094
 -14.500  -0.6551   0.04235   0.03660  -0.1175   0.9019   0.2133
 -14.000  -0.6335   0.03996   0.03416  -0.1165   0.8848   0.2190
 -13.500  -0.6173   0.03708   0.03121  -0.1158   0.8670   0.2246
 -13.000  -0.5937   0.03477   0.02885  -0.1153   0.8521   0.2297
 -12.500  -0.5749   0.03218   0.02602  -0.1144   0.8317   0.2341
 -12.000  -0.5455   0.03044   0.02424  -0.1139   0.8172   0.2400
 -11.500  -0.5207   0.02856   0.02233  -0.1128   0.8000   0.2465
 -11.000  -0.4950   0.02674   0.02037  -0.1118   0.7817   0.2521
 -10.500  -0.4639   0.02531   0.01885  -0.1109   0.7664   0.2570
 -10.000  -0.4323   0.02403   0.01741  -0.1097   0.7477   0.2635
  -9.500  -0.4051   0.02264   0.01605  -0.1081   0.7343   0.2708
  -9.000  -0.3717   0.02163   0.01497  -0.1067   0.7182   0.2771
  -8.500  -0.3404   0.02072   0.01385  -0.1050   0.6990   0.2824
  -8.000  -0.3042   0.01987   0.01302  -0.1036   0.6888   0.2899
  -7.500  -0.2731   0.01905   0.01219  -0.1012   0.6734   0.2979
  -7.000  -0.2413   0.01846   0.01148  -0.0988   0.6562   0.3047
  -6.500  -0.2058   0.01797   0.01094  -0.0966   0.6461   0.3103
  -6.000  -0.1705   0.01744   0.01037  -0.0942   0.6323   0.3193
  -5.500  -0.1431   0.01702   0.00990  -0.0904   0.6158   0.3277
  -5.000  -0.1119   0.01668   0.00958  -0.0869   0.6068   0.3352
  -4.500  -0.0823   0.01650   0.00929  -0.0829   0.5948   0.3408
  -4.000  -0.0555   0.01626   0.00897  -0.0784   0.5789   0.3510
  -3.500  -0.0383   0.01600   0.00880  -0.0718   0.5708   0.3598
  -3.000  -0.0289   0.01590   0.00870  -0.0635   0.5609   0.3675
  -2.500  -0.0439   0.01597   0.00864  -0.0501   0.5501   0.3727
  -2.000  -0.0291   0.01592   0.00853  -0.0427   0.5375   0.3817
  -1.500  -0.0300   0.01576   0.00849  -0.0322   0.5306   0.3916
  -1.000  -0.0087   0.01576   0.00850  -0.0261   0.5207   0.4011
  -0.500   0.0188   0.01596   0.00857  -0.0213   0.5094   0.4085
  -0.000   0.0551   0.01599   0.00861  -0.0182   0.4994   0.4205
   0.500   0.0832   0.01602   0.00877  -0.0137   0.4918   0.4328
