  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2408                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.9124   0.31508   0.31255   0.1026   1.0000   0.0054
 -24.000  -0.8968   0.30958   0.30705   0.0981   1.0000   0.0058
 -23.500  -0.8806   0.30385   0.30131   0.0936   1.0000   0.0061
 -23.000  -0.8640   0.29800   0.29545   0.0890   1.0000   0.0064
 -22.500  -0.8472   0.29204   0.28948   0.0846   1.0000   0.0067
 -22.000  -0.8304   0.28582   0.28326   0.0802   1.0000   0.0071
 -21.500  -0.8139   0.27916   0.27658   0.0759   1.0000   0.0076
 -21.000  -0.7971   0.27229   0.26971   0.0716   1.0000   0.0082
 -20.500  -0.7794   0.26550   0.26292   0.0670   1.0000   0.0087
 -20.000  -0.7627   0.25888   0.25630   0.0624   1.0000   0.0089
 -19.500  -0.7468   0.25214   0.24953   0.0578   1.0000   0.0090
 -19.000  -0.7315   0.24523   0.24263   0.0534   1.0000   0.0090
 -18.500  -0.7164   0.23809   0.23548   0.0493   1.0000   0.0091
 -18.000  -0.7018   0.23074   0.22814   0.0452   1.0000   0.0091
 -17.500  -0.6890   0.22084   0.21825   0.0434   1.0000   0.0097
 -17.000  -0.6739   0.21461   0.21202   0.0406   1.0000   0.0105
 -16.500  -0.6592   0.20800   0.20541   0.0374   1.0000   0.0115
 -16.000  -0.6450   0.20105   0.19845   0.0340   1.0000   0.0128
 -15.500  -0.6299   0.19451   0.19192   0.0292   1.0000   0.0147
 -15.000  -0.6180   0.18785   0.18527   0.0250   1.0000   0.0150
 -14.500  -0.6060   0.18063   0.17803   0.0216   1.0000   0.0151
 -14.000  -0.5947   0.17323   0.17063   0.0184   1.0000   0.0151
 -13.500  -0.5841   0.16565   0.16306   0.0153   1.0000   0.0152
 -13.000  -0.5738   0.15782   0.15524   0.0122   1.0000   0.0152
