  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1713                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.4625   0.20196   0.19968   0.0167   1.0000   0.0169
 -24.000  -0.4512   0.19595   0.19367   0.0138   1.0000   0.0183
 -23.500  -0.4455   0.18909   0.18679   0.0098   1.0000   0.0203
 -23.000  -0.4406   0.18263   0.18032   0.0060   1.0000   0.0204
 -22.500  -0.7830   0.26819   0.26544   0.0532   1.0000   0.0203
 -22.000  -0.7703   0.26066   0.25789   0.0478   1.0000   0.0204
 -21.500  -0.7535   0.25311   0.25034   0.0457   1.0000   0.0210
 -21.000  -0.7353   0.24817   0.24539   0.0428   1.0000   0.0217
 -20.500  -0.7189   0.24226   0.23948   0.0392   1.0000   0.0228
 -20.000  -0.7043   0.23508   0.23230   0.0349   1.0000   0.0250
 -19.500  -0.6995   0.22470   0.22192   0.0268   1.0000   0.0264
 -19.000  -0.6874   0.21594   0.21316   0.0241   1.0000   0.0271
 -18.500  -0.6681   0.21107   0.20827   0.0221   1.0000   0.0279
 -18.000  -0.6521   0.20525   0.20245   0.0192   1.0000   0.0291
 -17.000  -0.6422   0.18582   0.18303   0.0071   1.0000   0.0337
 -16.500  -1.0070   0.08580   0.08220  -0.0390   1.0000   0.0247
 -16.000  -1.0513   0.07100   0.06705  -0.0478   1.0000   0.0248
 -15.500  -1.0792   0.05987   0.05561  -0.0541   1.0000   0.0251
 -15.000  -1.0953   0.05118   0.04661  -0.0586   1.0000   0.0256
 -14.500  -1.1009   0.04448   0.03962  -0.0614   1.0000   0.0261
 -14.000  -1.0976   0.03946   0.03433  -0.0627   1.0000   0.0265
 -13.500  -1.1106   0.03307   0.02765  -0.0617   1.0000   0.0277
 -13.000  -1.1019   0.02991   0.02437  -0.0596   1.0000   0.0289
 -12.500  -1.0911   0.02786   0.02219  -0.0555   1.0000   0.0301
 -12.000  -1.0817   0.02622   0.02042  -0.0495   1.0000   0.0315
 -11.500  -1.0641   0.02468   0.01871  -0.0443   1.0000   0.0328
 -11.000  -1.0436   0.02320   0.01706  -0.0391   1.0000   0.0340
 -10.500  -1.0289   0.02097   0.01474  -0.0332   1.0000   0.0366
 -10.000  -0.9996   0.01986   0.01355  -0.0292   1.0000   0.0390
  -9.500  -0.9657   0.01897   0.01254  -0.0257   1.0000   0.0417
  -9.000  -0.9346   0.01745   0.01094  -0.0220   1.0000   0.0457
  -8.500  -0.8964   0.01657   0.01001  -0.0193   1.0000   0.0501
  -8.000  -0.8556   0.01578   0.00911  -0.0170   1.0000   0.0544
  -7.500  -0.8106   0.01481   0.00817  -0.0157   0.9996   0.0631
  -7.000  -0.7433   0.01392   0.00727  -0.0187   0.9954   0.0752
  -6.500  -0.6732   0.01318   0.00659  -0.0223   0.9913   0.0927
  -6.000  -0.6055   0.01250   0.00600  -0.0253   0.9869   0.1178
  -5.500  -0.5402   0.01183   0.00547  -0.0277   0.9804   0.1527
  -5.000  -0.4689   0.01121   0.00504  -0.0314   0.9751   0.1990
  -4.500  -0.3932   0.01062   0.00470  -0.0360   0.9714   0.2553
  -4.000  -0.3315   0.01009   0.00437  -0.0374   0.9631   0.3090
  -3.500  -0.2618   0.00956   0.00406  -0.0403   0.9557   0.3661
  -3.000  -0.1849   0.00903   0.00373  -0.0447   0.9509   0.4247
  -2.500  -0.1194   0.00857   0.00347  -0.0465   0.9423   0.4780
  -2.000  -0.0589   0.00812   0.00318  -0.0470   0.9297   0.5284
  -1.500   0.0022   0.00772   0.00292  -0.0474   0.9170   0.5777
  -1.000   0.0587   0.00732   0.00269  -0.0469   0.8987   0.6249
  -0.500   0.1137   0.00707   0.00254  -0.0459   0.8748   0.6678
  -0.000   0.1692   0.00688   0.00241  -0.0451   0.8443   0.7081
   0.500   0.2232   0.00681   0.00233  -0.0439   0.8018   0.7442
   1.000   0.2756   0.00687   0.00229  -0.0425   0.7444   0.7782
   1.500   0.3257   0.00707   0.00234  -0.0406   0.6826   0.8127
   2.000   0.3749   0.00732   0.00249  -0.0387   0.6261   0.8493
   2.500   0.4235   0.00759   0.00267  -0.0366   0.5720   0.8896
   3.000   0.4735   0.00792   0.00289  -0.0348   0.5182   0.9326
   3.500   0.5346   0.00839   0.00316  -0.0356   0.4605   0.9692
   4.000   0.6090   0.00896   0.00347  -0.0398   0.3976   0.9900
   4.500   0.6807   0.00956   0.00382  -0.0436   0.3338   1.0000
   5.000   0.7207   0.01011   0.00412  -0.0407   0.2819   1.0000
   5.500   0.7631   0.01077   0.00453  -0.0382   0.2306   1.0000
   6.000   0.8074   0.01152   0.00505  -0.0362   0.1835   1.0000
   6.500   0.8520   0.01239   0.00567  -0.0343   0.1403   1.0000
   7.000   0.8981   0.01319   0.00636  -0.0326   0.1117   1.0000
   7.500   0.9435   0.01408   0.00714  -0.0309   0.0895   1.0000
   8.000   0.9880   0.01505   0.00806  -0.0290   0.0745   1.0000
   8.500   1.0295   0.01623   0.00920  -0.0267   0.0627   1.0000
   9.000   1.0741   0.01709   0.01009  -0.0250   0.0556   1.0000
