     1.000000    0.002415
     0.988409    0.013388
     0.970289    0.029514
     0.951570    0.044858
     0.932486    0.059129
     0.913159    0.072175
     0.893611    0.083932
     0.873772    0.094389
     0.853457    0.103560
     0.832305    0.111458
     0.809570    0.118073
     0.783579    0.123699
     0.753479    0.129640
     0.719992    0.135744
     0.684223    0.141667
     0.647211    0.147133
     0.609703    0.151961
     0.572176    0.156042
     0.534925    0.159312
     0.498152    0.161726
     0.462005    0.163255
     0.426611    0.163875
     0.392089    0.163572
     0.358555    0.162340
     0.326133    0.160184
     0.294955    0.157124
     0.265166    0.153199
     0.236920    0.148468
     0.210372    0.143016
     0.185666    0.136955
     0.162916    0.130413
     0.142185    0.123533
     0.123472    0.116448
     0.106715    0.109281
     0.091798    0.102128
     0.078574    0.095056
     0.066879    0.088109
     0.056550    0.081311
     0.047434    0.074669
     0.039397    0.068178
     0.032321    0.061831
     0.026110    0.055613
     0.020684    0.049510
     0.015978    0.043510
     0.011944    0.037602
     0.008543    0.031778
     0.005745    0.026036
     0.003528    0.020380
     0.001870    0.014820
     0.000750    0.009373
     0.000141    0.004057
     0.000011   -0.001106
     0.000350   -0.006275
     0.001211   -0.011494
     0.002645   -0.016712
     0.004690   -0.021875
     0.007368   -0.026935
     0.010688   -0.031846
     0.014650   -0.036577
     0.019253   -0.041110
     0.024503   -0.045435
     0.030414   -0.049552
     0.037020   -0.053464
     0.044370   -0.057174
     0.052535   -0.060685
     0.061609   -0.063994
     0.071712   -0.067093
     0.082999   -0.069964
     0.095653   -0.072577
     0.109896   -0.074887
     0.125984   -0.076830
     0.144194   -0.078322
     0.164803   -0.079254
     0.188052   -0.079503
     0.214100   -0.078937
     0.242982   -0.077443
     0.274601   -0.074939
     0.308745   -0.071395
     0.345142   -0.066827
     0.383501   -0.061294
     0.423548   -0.054886
     0.465030   -0.047705
     0.507705   -0.039869
     0.551315   -0.031501
     0.595523   -0.022739
     0.639796   -0.013759
     0.683193   -0.004813
     0.724171    0.003731
     0.760811    0.011432
     0.791735    0.017969
     0.817295    0.022910
     0.840144    0.025632
     0.861718    0.026650
     0.882616    0.026200
     0.903167    0.024383
     0.923583    0.021231
     0.944028    0.016733
     0.964660    0.010836
     0.985662    0.003440
     1.000000   -0.002415
