  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5320                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.000  -0.4751   0.25908   0.25605  -0.0004   1.0000   0.0244
 -23.500  -0.4555   0.25450   0.25149  -0.0039   1.0000   0.0251
 -23.000  -0.4368   0.24945   0.24644  -0.0077   1.0000   0.0261
 -22.500  -0.4191   0.24368   0.24068  -0.0118   1.0000   0.0280
 -21.000  -0.3733   0.22407   0.22109  -0.0240   1.0000   0.0298
 -20.500  -0.3533   0.21943   0.21646  -0.0268   1.0000   0.0304
 -20.000  -0.3347   0.21454   0.21158  -0.0297   1.0000   0.0314
 -19.500  -0.3182   0.20900   0.20606  -0.0330   1.0000   0.0337
 -19.000  -0.3250   0.20042   0.19749  -0.0403   1.0000   0.0352
 -18.500  -0.3002   0.19436   0.19145  -0.0405   1.0000   0.0358
 -18.000  -0.2810   0.19015   0.18727  -0.0418   1.0000   0.0364
 -17.500  -0.2659   0.18582   0.18297  -0.0431   1.0000   0.0374
 -17.000  -0.2549   0.18110   0.17829  -0.0442   1.0000   0.0390
 -16.000  -0.2652   0.16721   0.16447  -0.0474   1.0000   0.0425
 -15.500  -0.2565   0.16467   0.16199  -0.0448   1.0000   0.0431
 -15.000  -0.2551   0.16202   0.15940  -0.0422   0.9999   0.0440
 -14.500  -0.2260   0.15455   0.15192  -0.0489   0.9974   0.0464
 -14.000  -0.2361   0.13979   0.13713  -0.0618   0.9940   0.0492
 -13.500  -0.2005   0.13244   0.12978  -0.0666   0.9910   0.0503
 -13.000  -0.1577   0.12652   0.12384  -0.0728   0.9882   0.0515
 -12.500  -0.6872   0.02838   0.02323  -0.1260   0.9586   0.0469
 -12.000  -0.6475   0.02631   0.02092  -0.1255   0.9468   0.0482
 -11.500  -0.6078   0.02474   0.01909  -0.1241   0.9351   0.0493
 -11.000  -0.5738   0.02254   0.01680  -0.1216   0.9203   0.0515
 -10.500  -0.5298   0.02152   0.01569  -0.1199   0.9056   0.0533
 -10.000  -0.4864   0.02036   0.01434  -0.1178   0.8869   0.0553
  -9.500  -0.4416   0.01944   0.01321  -0.1158   0.8675   0.0570
  -9.000  -0.3953   0.01788   0.01149  -0.1145   0.8500   0.0596
  -8.500  -0.3475   0.01720   0.01077  -0.1131   0.8332   0.0621
  -8.000  -0.2960   0.01665   0.01003  -0.1122   0.8153   0.0652
  -7.500  -0.2478   0.01565   0.00894  -0.1109   0.7964   0.0685
  -7.000  -0.1967   0.01512   0.00833  -0.1099   0.7775   0.0720
  -6.500  -0.1447   0.01470   0.00773  -0.1089   0.7561   0.0757
  -6.000  -0.0952   0.01400   0.00700  -0.1077   0.7358   0.0807
  -5.500  -0.0432   0.01373   0.00660  -0.1068   0.7137   0.0859
  -5.000   0.0066   0.01322   0.00598  -0.1055   0.6903   0.0916
  -4.500   0.0583   0.01299   0.00569  -0.1045   0.6674   0.0983
  -4.000   0.1080   0.01267   0.00527  -0.1031   0.6428   0.1063
  -3.500   0.1581   0.01258   0.00505  -0.1018   0.6153   0.1145
  -3.000   0.2066   0.01238   0.00476  -0.1003   0.5879   0.1256
  -2.500   0.2569   0.01232   0.00459  -0.0990   0.5619   0.1363
  -2.000   0.3057   0.01225   0.00448  -0.0976   0.5356   0.1518
  -1.500   0.3536   0.01221   0.00438  -0.0960   0.5098   0.1703
  -1.000   0.4007   0.01228   0.00436  -0.0943   0.4848   0.1925
  -0.500   0.4491   0.01229   0.00435  -0.0929   0.4644   0.2225
  -0.000   0.4974   0.01223   0.00438  -0.0915   0.4478   0.2750
   0.500   0.5378   0.01140   0.00453  -0.0891   0.4346   0.5882
   1.000   0.5822   0.01137   0.00486  -0.0867   0.4224   0.7228
   1.500   0.6291   0.01135   0.00515  -0.0845   0.4159   0.8253
   2.000   0.6748   0.01158   0.00552  -0.0818   0.4084   0.9097
   2.500   0.7370   0.01214   0.00597  -0.0830   0.3992   0.9652
   3.000   0.8218   0.01278   0.00649  -0.0892   0.3919   0.9881
   3.500   0.9173   0.01327   0.00693  -0.0979   0.3878   0.9993
   4.000   0.9477   0.01347   0.00709  -0.0933   0.3841   1.0000
   4.500   0.9731   0.01369   0.00727  -0.0876   0.3801   1.0000
   5.000   1.0064   0.01404   0.00756  -0.0835   0.3753   1.0000
   5.500   1.0485   0.01456   0.00800  -0.0813   0.3699   1.0000
