     1.000000    0.001155
     0.992382    0.008856
     0.978196    0.022476
     0.961765    0.037082
     0.944264    0.051258
     0.926250    0.064366
     0.907926    0.076154
     0.889381    0.086500
     0.870660    0.095329
     0.851764    0.102596
     0.832605    0.108278
     0.812806    0.112366
     0.790847    0.114956
     0.765406    0.117316
     0.738547    0.119523
     0.711314    0.121463
     0.683992    0.123104
     0.656651    0.124439
     0.629314    0.125462
     0.601990    0.126167
     0.574689    0.126548
     0.547419    0.126599
     0.520188    0.126310
     0.493007    0.125675
     0.465885    0.124683
     0.438834    0.123323
     0.411866    0.121585
     0.384995    0.119455
     0.358236    0.116919
     0.331607    0.113964
     0.305129    0.110571
     0.278826    0.106725
     0.252728    0.102405
     0.226875    0.097590
     0.201313    0.092259
     0.176110    0.086389
     0.151361    0.079958
     0.127215    0.072952
     0.103931    0.065387
     0.081983    0.057359
     0.062196    0.049153
     0.045592    0.041286
     0.032698    0.034268
     0.023132    0.028261
     0.016083    0.023127
     0.010834    0.018645
     0.006894    0.014616
     0.003966    0.010896
     0.001886    0.007384
     0.000582    0.004029
     0.000026    0.000841
     0.000195   -0.002224
     0.001208   -0.005321
     0.003171   -0.008261
     0.006057   -0.010924
     0.009847   -0.013301
     0.014629   -0.015435
     0.020647   -0.017366
     0.028337   -0.019110
     0.038394   -0.020628
     0.051743   -0.021797
     0.069141   -0.022388
     0.090405   -0.022173
     0.114383   -0.021099
     0.139913   -0.019278
     0.166307   -0.016866
     0.193228   -0.013994
     0.220503   -0.010765
     0.248039   -0.007258
     0.275777   -0.003537
     0.303680    0.000347
     0.331719    0.004349
     0.359876    0.008432
     0.388125    0.012564
     0.416415    0.016712
     0.444671    0.020841
     0.472870    0.024929
     0.501017    0.028960
     0.529120    0.032920
     0.557187    0.036799
     0.585227    0.040587
     0.613246    0.044275
     0.641249    0.047858
     0.669240    0.051328
     0.697218    0.054681
     0.725149    0.057909
     0.752870    0.060993
     0.779679    0.063859
     0.803543    0.066287
     0.824210    0.067130
     0.843930    0.066191
     0.863351    0.063604
     0.882645    0.059400
     0.901847    0.053602
     0.920936    0.046241
     0.939832    0.037389
     0.958335    0.027213
     0.975912    0.016166
     0.991435    0.005293
     1.000000   -0.001155
