  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6935                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.4308   0.28825   0.28465  -0.0240   0.9887   0.0717
 -24.000  -0.4198   0.28252   0.27893  -0.0270   0.9887   0.0734
 -23.500  -0.4600   0.26221   0.25853  -0.0337   0.9887   0.0792
 -23.000  -0.4347   0.26023   0.25658  -0.0352   0.9887   0.0800
 -22.500  -0.4106   0.25779   0.25418  -0.0367   0.9886   0.0810
 -22.000  -0.3929   0.25334   0.24974  -0.0384   0.9886   0.0823
 -21.500  -0.3899   0.24462   0.24103  -0.0410   0.9884   0.0853
 -21.000  -0.4184   0.22777   0.22414  -0.0448   0.9881   0.0917
 -20.500  -0.4025   0.22177   0.21818  -0.0441   0.9863   0.0927
 -20.000  -0.3794   0.21805   0.21449  -0.0463   0.9832   0.0943
 -19.500  -0.4196   0.19949   0.19584  -0.0554   0.9804   0.1043
 -19.000  -0.3805   0.19809   0.19447  -0.0597   0.9787   0.1055
 -18.500  -0.3435   0.19570   0.19208  -0.0653   0.9773   0.1074
 -18.000  -0.3956   0.17694   0.17320  -0.0762   0.9762   0.1200
 -16.500  -0.7638   0.10152   0.09681  -0.1020   0.9633   0.1584
 -16.000  -0.7655   0.09217   0.08730  -0.1063   0.9521   0.1626
 -15.500  -0.7606   0.08448   0.07938  -0.1136   0.9508   0.1659
 -15.000  -0.7379   0.08044   0.07541  -0.1140   0.9402   0.1714
 -14.500  -0.7041   0.07605   0.07103  -0.1192   0.9375   0.1763
 -13.500  -0.6979   0.06471   0.05947  -0.1212   0.9172   0.1838
 -13.000  -0.6704   0.06102   0.05573  -0.1232   0.9103   0.1884
 -12.500  -0.6555   0.05653   0.05126  -0.1244   0.9007   0.1942
 -12.000  -0.6222   0.05247   0.04719  -0.1280   0.8971   0.1995
 -11.500  -0.6065   0.04903   0.04367  -0.1276   0.8853   0.2039
 -11.000  -0.5804   0.04448   0.03895  -0.1305   0.8805   0.2069
 -10.500  -0.5512   0.04220   0.03671  -0.1301   0.8686   0.2144
 -10.000  -0.5123   0.03902   0.03354  -0.1329   0.8609   0.2207
  -9.500  -0.4636   0.03530   0.02971  -0.1383   0.8548   0.2267
  -9.000  -0.4411   0.03325   0.02752  -0.1369   0.8352   0.2305
  -8.500  -0.3720   0.03083   0.02501  -0.1434   0.8249   0.2384
  -8.000  -0.3762   0.02904   0.02320  -0.1373   0.8032   0.2444
  -7.500  -0.3164   0.02698   0.02102  -0.1422   0.7875   0.2516
  -7.000  -0.3273   0.02614   0.02012  -0.1330   0.7677   0.2558
  -6.500  -0.2943   0.02458   0.01831  -0.1325   0.7478   0.2590
  -6.000  -0.3007   0.02382   0.01761  -0.1235   0.7333   0.2679
  -5.500  -0.3047   0.02269   0.01645  -0.1156   0.7162   0.2744
  -5.000  -0.2568   0.02164   0.01526  -0.1167   0.6965   0.2820
  -4.500  -0.2353   0.02120   0.01481  -0.1123   0.6853   0.2869
  -4.000  -0.1884   0.02068   0.01420  -0.1123   0.6706   0.2935
  -3.500  -0.1228   0.01997   0.01345  -0.1162   0.6514   0.3054
  -3.000  -0.0723   0.01976   0.01330  -0.1169   0.6419   0.3142
  -2.500  -0.0167   0.01965   0.01313  -0.1183   0.6284   0.3205
  -2.000   0.0401   0.01955   0.01290  -0.1197   0.6123   0.3291
  -1.500   0.1110   0.01934   0.01276  -0.1242   0.5989   0.3427
  -1.000   0.1661   0.01950   0.01299  -0.1253   0.5888   0.3521
  -0.500   0.2242   0.01976   0.01313  -0.1270   0.5750   0.3584
  -0.000   0.2882   0.01986   0.01314  -0.1296   0.5570   0.3713
   0.500   0.3494   0.02017   0.01360  -0.1321   0.5501   0.3846
