     1.000000    0.003045
     0.984498    0.010532
     0.958248    0.022783
     0.928810    0.035898
     0.896960    0.049365
     0.863507    0.062719
     0.829086    0.075630
     0.794124    0.087894
     0.758895    0.099389
     0.723573    0.110046
     0.688255    0.119822
     0.652962    0.128697
     0.617599    0.136668
     0.581902    0.143780
     0.546048    0.150137
     0.510609    0.155625
     0.475951    0.160168
     0.442299    0.163731
     0.409804    0.166307
     0.378569    0.167909
     0.348670    0.168559
     0.320164    0.168297
     0.293091    0.167167
     0.267481    0.165228
     0.243351    0.162544
     0.220708    0.159186
     0.199547    0.155230
     0.179849    0.150756
     0.161583    0.145841
     0.144703    0.140561
     0.129154    0.134987
     0.114870    0.129182
     0.101779    0.123201
     0.089806    0.117090
     0.078873    0.110888
     0.068906    0.104624
     0.059835    0.098321
     0.051593    0.091995
     0.044120    0.085658
     0.037364    0.079318
     0.031277    0.072981
     0.025818    0.066650
     0.020955    0.060329
     0.016656    0.054019
     0.012897    0.047725
     0.009657    0.041452
     0.006918    0.035205
     0.004662    0.028995
     0.002873    0.022831
     0.001533    0.016726
     0.000623    0.010696
     0.000123    0.004755
     0.000006   -0.001081
     0.000263   -0.006910
     0.000916   -0.012768
     0.001988   -0.018631
     0.003501   -0.024477
     0.005471   -0.030283
     0.007912   -0.036029
     0.010834   -0.041698
     0.014247   -0.047273
     0.018160   -0.052743
     0.022584   -0.058098
     0.027530   -0.063333
     0.033018   -0.068442
     0.039071   -0.073423
     0.045720   -0.078274
     0.053004   -0.082991
     0.060972   -0.087571
     0.069682   -0.092008
     0.079205   -0.096291
     0.089626   -0.100407
     0.101043   -0.104336
     0.113568   -0.108053
     0.127329   -0.111520
     0.142467   -0.114693
     0.159136   -0.117515
     0.177494   -0.119917
     0.197700   -0.121819
     0.219904   -0.123129
     0.244237   -0.123753
     0.270800   -0.123592
     0.299658   -0.122559
     0.330837   -0.120576
     0.364325   -0.117588
     0.400076   -0.113563
     0.438019   -0.108493
     0.478079   -0.102391
     0.520211   -0.095281
     0.564518   -0.087170
     0.611569   -0.077983
     0.661740   -0.068003
     0.713184   -0.057818
     0.764671   -0.047733
     0.815566   -0.037899
     0.864913   -0.028491
     0.910756   -0.019836
     0.950462   -0.012374
     0.982558   -0.006337
     1.000000   -0.003045
