  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 1731                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000  -0.9387   0.15496   0.15055  -0.0478   1.0000   0.1085
 -24.500  -0.9388   0.14887   0.14443  -0.0514   1.0000   0.1121
 -24.000  -1.0163   0.13226   0.12744  -0.0586   1.0000   0.1172
 -23.500  -0.9938   0.12990   0.12515  -0.0599   1.0000   0.1208
 -23.000  -0.9950   0.12424   0.11947  -0.0624   1.0000   0.1244
 -22.500  -1.0074   0.11723   0.11235  -0.0650   1.0000   0.1283
 -22.000  -1.0370   0.10827   0.10316  -0.0677   1.0000   0.1318
 -21.500  -1.0205   0.10573   0.10072  -0.0679   1.0000   0.1361
 -21.000  -1.0301   0.09986   0.09481  -0.0688   1.0000   0.1400
 -20.500  -1.0404   0.09421   0.08904  -0.0693   1.0000   0.1437
 -20.000  -1.0591   0.08779   0.08246  -0.0695   1.0000   0.1470
 -19.500  -1.0543   0.08481   0.07957  -0.0682   1.0000   0.1520
 -19.000  -1.0648   0.08008   0.07483  -0.0670   1.0000   0.1562
 -18.500  -1.0782   0.07540   0.07004  -0.0653   1.0000   0.1599
 -18.000  -1.0962   0.07042   0.06489  -0.0632   1.0000   0.1627
 -17.500  -1.0992   0.06769   0.06226  -0.0601   1.0000   0.1684
 -17.000  -1.1057   0.06373   0.05829  -0.0581   0.9997   0.1731
 -16.500  -1.0819   0.05846   0.05290  -0.0624   0.9968   0.1780
 -16.000  -1.0501   0.05441   0.04876  -0.0662   0.9932   0.1830
 -15.500  -1.0237   0.04982   0.04421  -0.0701   0.9895   0.1897
 -15.000  -0.9874   0.04596   0.04029  -0.0745   0.9865   0.1958
 -14.500  -0.9463   0.04228   0.03645  -0.0794   0.9841   0.2005
 -14.000  -0.9191   0.03920   0.03346  -0.0805   0.9779   0.2083
 -13.500  -0.8858   0.03594   0.03017  -0.0829   0.9705   0.2151
 -13.000  -0.8375   0.03331   0.02742  -0.0870   0.9655   0.2203
 -12.500  -0.7907   0.03044   0.02462  -0.0909   0.9611   0.2293
 -12.000  -0.7427   0.02818   0.02236  -0.0941   0.9550   0.2371
 -11.500  -0.7171   0.02633   0.02042  -0.0923   0.9417   0.2425
 -11.000  -0.6834   0.02442   0.01852  -0.0915   0.9297   0.2509
 -10.500  -0.6540   0.02278   0.01690  -0.0899   0.9164   0.2589
 -10.000  -0.6252   0.02137   0.01541  -0.0875   0.8997   0.2657
