  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5422                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -23.500  -0.3941   0.24612   0.24302  -0.0254   1.0000   0.0342
 -23.000  -0.3862   0.23881   0.23570  -0.0312   1.0000   0.0375
 -21.000  -0.3188   0.21911   0.21608  -0.0415   1.0000   0.0405
 -19.500  -0.3030   0.20162   0.19866  -0.0475   1.0000   0.0454
 -19.000  -0.2917   0.19906   0.19615  -0.0466   1.0000   0.0461
 -18.500  -0.2860   0.19641   0.19355  -0.0452   1.0000   0.0473
 -17.500  -0.8168   0.08077   0.07677  -0.0944   1.0000   0.0538
 -17.000  -0.8492   0.06938   0.06519  -0.1019   0.9982   0.0547
 -16.500  -0.8572   0.05885   0.05444  -0.1121   0.9942   0.0559
 -16.000  -0.8535   0.04970   0.04504  -0.1223   0.9899   0.0572
 -15.500  -0.8338   0.04231   0.03738  -0.1323   0.9866   0.0587
 -15.000  -0.8166   0.03702   0.03183  -0.1376   0.9767   0.0599
 -14.500  -0.7865   0.03212   0.02677  -0.1434   0.9706   0.0619
 -14.000  -0.7392   0.02884   0.02341  -0.1491   0.9655   0.0639
 -13.500  -0.7127   0.02660   0.02106  -0.1488   0.9522   0.0657
 -13.000  -0.6765   0.02461   0.01890  -0.1489   0.9409   0.0678
 -12.500  -0.6508   0.02330   0.01739  -0.1458   0.9258   0.0692
 -12.000  -0.6270   0.02141   0.01544  -0.1422   0.9112   0.0722
 -11.500  -0.5953   0.02051   0.01449  -0.1388   0.8956   0.0748
 -11.000  -0.5530   0.01957   0.01337  -0.1371   0.8815   0.0776
 -10.500  -0.5120   0.01872   0.01238  -0.1350   0.8683   0.0801
 -10.000  -0.4708   0.01760   0.01123  -0.1331   0.8543   0.0841
  -9.500  -0.4225   0.01702   0.01055  -0.1321   0.8410   0.0881
  -9.000  -0.3753   0.01636   0.00977  -0.1307   0.8265   0.0920
  -8.500  -0.3270   0.01559   0.00895  -0.1296   0.8112   0.0973
  -8.000  -0.2778   0.01514   0.00841  -0.1284   0.7954   0.1021
  -7.500  -0.2278   0.01450   0.00767  -0.1275   0.7790   0.1085
  -7.000  -0.1776   0.01412   0.00727  -0.1265   0.7637   0.1149
  -6.500  -0.1261   0.01368   0.00668  -0.1256   0.7461   0.1220
  -6.000  -0.0757   0.01332   0.00634  -0.1246   0.7303   0.1304
  -5.500  -0.0244   0.01301   0.00590  -0.1236   0.7116   0.1395
  -5.000   0.0262   0.01274   0.00562  -0.1226   0.6937   0.1496
  -4.500   0.0770   0.01250   0.00531  -0.1215   0.6758   0.1615
  -4.000   0.1284   0.01235   0.00511  -0.1205   0.6580   0.1731
  -3.500   0.1785   0.01216   0.00491  -0.1194   0.6405   0.1888
  -3.000   0.2291   0.01213   0.00477  -0.1182   0.6217   0.2016
  -2.500   0.2793   0.01198   0.00468  -0.1171   0.6059   0.2223
  -2.000   0.3292   0.01192   0.00458  -0.1159   0.5901   0.2422
  -1.500   0.3803   0.01197   0.00459  -0.1149   0.5757   0.2618
  -1.000   0.4301   0.01189   0.00457  -0.1138   0.5621   0.2893
  -0.500   0.4804   0.01198   0.00464  -0.1128   0.5476   0.3202
  -0.000   0.5310   0.01189   0.00469  -0.1118   0.5396   0.3569
   0.500   0.5802   0.01185   0.00476  -0.1106   0.5290   0.4067
   1.000   0.6296   0.01182   0.00500  -0.1096   0.5162   0.5192
   1.500   0.6769   0.01164   0.00524  -0.1080   0.5107   0.6327
   2.000   0.7231   0.01160   0.00549  -0.1060   0.5032   0.7249
