  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3910                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.8781   0.32553   0.32300   0.0761   1.0000   0.0081
 -24.000  -0.8650   0.32022   0.31768   0.0727   1.0000   0.0084
 -23.500  -0.8516   0.31473   0.31219   0.0693   1.0000   0.0088
 -23.000  -0.8379   0.30899   0.30644   0.0658   1.0000   0.0093
 -22.500  -0.8240   0.30289   0.30034   0.0624   1.0000   0.0099
 -22.000  -0.8103   0.29618   0.29361   0.0590   1.0000   0.0108
 -21.500  -0.7958   0.28886   0.28627   0.0547   1.0000   0.0117
 -21.000  -0.7834   0.28188   0.27930   0.0502   1.0000   0.0119
 -20.500  -0.7712   0.27474   0.27216   0.0462   1.0000   0.0120
 -20.000  -0.7587   0.26557   0.26300   0.0445   1.0000   0.0124
 -19.500  -0.7446   0.25972   0.25713   0.0423   1.0000   0.0129
 -19.000  -0.7308   0.25357   0.25098   0.0396   1.0000   0.0135
 -18.500  -0.7172   0.24712   0.24452   0.0367   1.0000   0.0146
 -18.000  -0.7038   0.24009   0.23749   0.0336   1.0000   0.0161
 -17.500  -0.6918   0.23252   0.22990   0.0292   1.0000   0.0173
 -17.000  -0.6815   0.22524   0.22263   0.0253   1.0000   0.0175
 -16.500  -0.6705   0.21775   0.21514   0.0221   1.0000   0.0176
 -16.000  -0.6601   0.20989   0.20729   0.0191   1.0000   0.0177
 -15.500  -0.6531   0.19970   0.19711   0.0172   1.0000   0.0184
 -15.000  -0.6380   0.19418   0.19159   0.0163   1.0000   0.0192
 -14.500  -0.6258   0.18790   0.18531   0.0143   1.0000   0.0206
 -14.000  -0.6165   0.18022   0.17763   0.0113   1.0000   0.0238
 -13.500  -0.6112   0.17218   0.16961   0.0065   1.0000   0.0251
 -13.000  -0.6044   0.16387   0.16131   0.0036   1.0000   0.0253
 -12.500  -0.5988   0.15511   0.15254   0.0007   1.0000   0.0254
 -11.500  -0.5941   0.13831   0.13578  -0.0021   1.0000   0.0279
 -11.000  -0.5888   0.13100   0.12848  -0.0040   1.0000   0.0290
 -10.500  -0.5884   0.12241   0.11992  -0.0067   1.0000   0.0302
  -9.500  -0.8652   0.03415   0.02997  -0.0630   1.0000   0.0183
  -9.000  -0.8128   0.02842   0.02375  -0.0692   1.0000   0.0199
  -8.500  -0.7544   0.02560   0.02061  -0.0729   1.0000   0.0214
  -8.000  -0.6926   0.02299   0.01765  -0.0764   1.0000   0.0232
  -7.500  -0.6315   0.02148   0.01588  -0.0788   1.0000   0.0251
  -7.000  -0.5604   0.01867   0.01279  -0.0843   1.0000   0.0297
  -6.500  -0.4959   0.01769   0.01169  -0.0870   1.0000   0.0337
  -6.000  -0.4233   0.01640   0.01022  -0.0916   1.0000   0.0405
  -5.500  -0.3595   0.01599   0.00978  -0.0939   1.0000   0.0490
  -5.000  -0.2872   0.01535   0.00912  -0.0982   1.0000   0.0659
  -4.500  -0.2162   0.01496   0.00883  -0.1021   1.0000   0.1000
  -4.000  -0.1453   0.01473   0.00883  -0.1061   1.0000   0.1604
  -3.500  -0.0731   0.01460   0.00900  -0.1103   1.0000   0.2427
  -3.000  -0.0019   0.01460   0.00930  -0.1142   1.0000   0.3281
  -2.500   0.0679   0.01470   0.00965  -0.1177   1.0000   0.4090
  -2.000   0.1363   0.01488   0.01007  -0.1207   1.0000   0.4823
  -1.500   0.2022   0.01513   0.01053  -0.1231   1.0000   0.5487
  -1.000   0.2663   0.01542   0.01104  -0.1250   1.0000   0.6078
  -0.500   0.3267   0.01579   0.01161  -0.1261   1.0000   0.6591
  -0.000   0.4109   0.01612   0.01210  -0.1321   0.9935   0.7055
   0.500   0.4984   0.01589   0.01204  -0.1386   0.9808   0.7419
   1.000   0.5801   0.01508   0.01139  -0.1435   0.9660   0.7704
   1.500   0.5924   0.01393   0.01041  -0.1333   0.9008   0.7916
   2.000   0.7859   0.00950   0.00541  -0.1609   0.7654   0.8100
   2.500   0.8274   0.01046   0.00570  -0.1569   0.6191   0.8219
   3.000   0.8713   0.01150   0.00616  -0.1541   0.4954   0.8360
   4.000   0.9561   0.01371   0.00727  -0.1480   0.2502   0.8566
   4.500   1.0012   0.01490   0.00795  -0.1458   0.1452   0.8656
   5.000   1.0427   0.01604   0.00876  -0.1426   0.0809   0.8751
   5.500   1.0939   0.01713   0.00979  -0.1416   0.0564   0.8856
   6.000   1.1284   0.01828   0.01098  -0.1367   0.0431   0.8941
   6.500   1.1745   0.01906   0.01185  -0.1346   0.0370   0.9041
   7.000   1.2065   0.02091   0.01384  -0.1295   0.0305   0.9124
   7.500   1.2466   0.02189   0.01496  -0.1262   0.0282   0.9217
   8.000   1.2826   0.02309   0.01633  -0.1222   0.0256   0.9298
   8.500   1.3153   0.02462   0.01795  -0.1178   0.0229   0.9381
   9.000   0.7758   0.00599   0.00165  -0.0160   0.0304   0.8873
   9.500   0.7791   0.00699   0.00283  -0.0117   0.0292   0.8950
  10.000   0.7868   0.00846   0.00449  -0.0092   0.0273   0.9033
  10.500   0.7899   0.01011   0.00634  -0.0067   0.0257   0.9102
  11.000   0.7885   0.01193   0.00832  -0.0046   0.0242   0.9176
  11.500   0.7889   0.01464   0.01117  -0.0043   0.0225   0.9241
  12.000   0.7752   0.01870   0.01558  -0.0040   0.0212   0.9307
  12.500   0.7643   0.02229   0.01943  -0.0052   0.0209   0.9368
