  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2914                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.8039   0.30206   0.29931   0.0547   1.0000   0.0172
 -24.000  -0.7907   0.29700   0.29424   0.0515   1.0000   0.0183
 -23.500  -0.7796   0.28942   0.28665   0.0469   1.0000   0.0206
 -23.000  -0.7726   0.28177   0.27900   0.0414   1.0000   0.0209
 -22.500  -0.4326   0.19010   0.18782   0.0062   1.0000   0.0223
 -22.000  -0.4223   0.18498   0.18270   0.0044   1.0000   0.0236
 -21.500  -0.4158   0.17867   0.17639   0.0020   1.0000   0.0263
 -20.000  -0.7044   0.24014   0.23736   0.0217   1.0000   0.0269
 -18.500  -0.6598   0.22292   0.22012   0.0171   1.0000   0.0299
 -17.000  -0.6464   0.19549   0.19271   0.0056   1.0000   0.0352
 -16.500  -0.6299   0.19090   0.18812   0.0046   1.0000   0.0362
 -16.000  -0.6194   0.18444   0.18165   0.0025   1.0000   0.0380
 -15.500  -1.1298   0.06124   0.05671  -0.0573   1.0000   0.0286
 -15.000  -1.1418   0.05400   0.04931  -0.0595   1.0000   0.0293
 -14.500  -1.1491   0.04789   0.04304  -0.0607   1.0000   0.0301
 -14.000  -1.1539   0.04268   0.03764  -0.0606   1.0000   0.0310
 -13.500  -1.1575   0.03826   0.03302  -0.0591   1.0000   0.0319
 -13.000  -1.1617   0.03463   0.02918  -0.0557   1.0000   0.0328
 -12.500  -1.1684   0.03186   0.02620  -0.0501   1.0000   0.0335
 -12.000  -1.1532   0.02855   0.02267  -0.0478   1.0000   0.0347
 -11.500  -1.1250   0.02579   0.01983  -0.0466   1.0000   0.0369
 -11.000  -1.0849   0.02413   0.01806  -0.0459   1.0000   0.0391
 -10.500  -1.0403   0.02279   0.01657  -0.0455   1.0000   0.0416
 -10.000  -0.9954   0.02077   0.01446  -0.0456   1.0000   0.0453
  -9.500  -0.9456   0.01962   0.01326  -0.0459   1.0000   0.0491
  -9.000  -0.8939   0.01881   0.01233  -0.0460   1.0000   0.0524
  -8.500  -0.8401   0.01733   0.01085  -0.0472   1.0000   0.0598
  -8.000  -0.7853   0.01656   0.01001  -0.0478   1.0000   0.0665
  -7.500  -0.7289   0.01571   0.00920  -0.0489   1.0000   0.0766
  -7.000  -0.6715   0.01496   0.00850  -0.0501   1.0000   0.0901
  -6.500  -0.6140   0.01439   0.00798  -0.0512   1.0000   0.1072
  -6.000  -0.5563   0.01392   0.00761  -0.0524   1.0000   0.1298
  -5.500  -0.4987   0.01356   0.00739  -0.0535   1.0000   0.1588
  -5.000  -0.4268   0.01333   0.00732  -0.0575   0.9977   0.1981
  -4.500  -0.3446   0.01322   0.00739  -0.0635   0.9933   0.2443
  -3.500  -0.1838   0.01272   0.00730  -0.0746   0.9821   0.3466
  -3.000  -0.1005   0.01252   0.00727  -0.0806   0.9774   0.3972
  -2.500  -0.0133   0.01240   0.00732  -0.0873   0.9745   0.4471
  -2.000   0.0558   0.01161   0.00672  -0.0899   0.9620   0.4924
  -1.000   0.1766   0.01023   0.00567  -0.0911   0.9147   0.5742
  -0.500   0.2506   0.00942   0.00501  -0.0942   0.8898   0.6158
  -0.000   0.3564   0.00819   0.00381  -0.1039   0.8634   0.6576
   0.500   0.4824   0.00756   0.00301  -0.1185   0.7985   0.6949
   1.000   0.5534   0.00802   0.00319  -0.1213   0.7255   0.7243
   1.500   0.6040   0.00848   0.00345  -0.1197   0.6622   0.7508
   2.000   0.6508   0.00896   0.00376  -0.1172   0.6040   0.7750
   2.500   0.6963   0.00947   0.00410  -0.1145   0.5484   0.7955
   3.000   0.7442   0.01000   0.00445  -0.1124   0.4944   0.8146
   3.500   0.7882   0.01057   0.00488  -0.1093   0.4434   0.8309
   4.000   0.8340   0.01118   0.00532  -0.1069   0.3926   0.8453
   4.500   0.8751   0.01187   0.00581  -0.1033   0.3427   0.8584
   5.000   0.9211   0.01258   0.00632  -0.1011   0.2924   0.8710
   5.500   0.9588   0.01324   0.00685  -0.0969   0.2487   0.8825
   6.000   1.0040   0.01410   0.00748  -0.0948   0.2027   0.8946
   6.500   1.0381   0.01471   0.00800  -0.0900   0.1677   0.9063
   7.000   1.0782   0.01558   0.00868  -0.0869   0.1341   0.9178
   7.500   1.1115   0.01629   0.00931  -0.0823   0.1102   0.9303
   8.000   1.1459   0.01696   0.00994  -0.0780   0.0937   0.9422
   8.500   1.1815   0.01768   0.01068  -0.0741   0.0811   0.9543
   9.000   1.2078   0.01845   0.01147  -0.0684   0.0712   0.9693
  10.000   1.2795   0.02060   0.01374  -0.0620   0.0568   1.0000
  10.500   1.3187   0.02196   0.01514  -0.0599   0.0515   1.0000
  11.000   1.3470   0.02399   0.01728  -0.0562   0.0471   1.0000
  11.500   1.3812   0.02554   0.01896  -0.0535   0.0440   1.0000
  12.000   1.4099   0.02744   0.02093  -0.0504   0.0410   1.0000
  12.500   1.4211   0.03058   0.02422  -0.0454   0.0381   1.0000
  13.000   1.4458   0.03286   0.02670  -0.0426   0.0365   1.0000
  13.500   1.4632   0.03579   0.02981  -0.0396   0.0348   1.0000
  14.000   1.4767   0.03931   0.03348  -0.0372   0.0332   1.0000
  14.500   1.4799   0.04411   0.03843  -0.0351   0.0318   1.0000
  15.000   1.4684   0.05082   0.04539  -0.0332   0.0305   1.0000
  15.500   1.4734   0.05635   0.05117  -0.0334   0.0298   1.0000
  16.000   1.4726   0.06290   0.05799  -0.0343   0.0290   1.0000
  16.500   1.4663   0.07043   0.06577  -0.0361   0.0282   1.0000
  17.000   1.4560   0.07890   0.07447  -0.0388   0.0274   1.0000
  17.500   1.4426   0.08821   0.08401  -0.0425   0.0267   1.0000
  18.000   1.4260   0.09827   0.09429  -0.0468   0.0261   1.0000
  18.500   1.4060   0.10907   0.10531  -0.0519   0.0256   1.0000
  19.000   1.3827   0.12078   0.11724  -0.0578   0.0251   1.0000
  19.500   1.3536   0.13388   0.13059  -0.0651   0.0246   1.0000
  20.000   1.3061   0.15146   0.14853  -0.0760   0.0242   1.0000
  20.500   1.2316   0.17782   0.17537  -0.0941   0.0242   1.0000
  21.500   1.0428   0.27567   0.27363  -0.1519   0.0255   1.0000
  22.000   1.0614   0.28007   0.27804  -0.1552   0.0247   1.0000
  23.000   1.0908   0.29523   0.29322  -0.1644   0.0238   1.0000
  23.500   1.1023   0.30507   0.30306  -0.1743   0.0208   1.0000
  24.000   1.1184   0.31042   0.30842  -0.1787   0.0196   1.0000
  24.500   1.1346   0.31529   0.31329  -0.1826   0.0191   1.0000
  25.000   1.1515   0.32012   0.31815  -0.1851   0.0187   1.0000
