  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6638                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000   0.1155   0.21539   0.21161  -0.1453   0.9571   0.0841
 -24.500   0.1523   0.21266   0.20888  -0.1508   0.9518   0.0861
 -23.000   0.1915   0.19573   0.19188  -0.1608   0.9374   0.0885
 -22.500   0.1929   0.18719   0.18329  -0.1648   0.9325   0.0894
 -21.000   0.2487   0.17267   0.16869  -0.1754   0.9169   0.0962
 -19.000  -0.0658   0.10218   0.09756  -0.1919   0.8982   0.1397
 -18.500   0.0181   0.10556   0.10100  -0.1939   0.8915   0.1391
 -18.000   0.0877   0.10785   0.10336  -0.1959   0.8857   0.1386
 -17.500   0.1512   0.10957   0.10514  -0.1977   0.8814   0.1378
 -17.000   0.2136   0.11116   0.10676  -0.1996   0.8755   0.1366
 -15.000  -0.1948   0.04903   0.04343  -0.2083   0.8496   0.1779
 -14.500  -0.1817   0.04586   0.04022  -0.2091   0.8431   0.1818
 -14.000  -0.1762   0.04200   0.03623  -0.2101   0.8365   0.1856
 -13.500  -0.1686   0.03830   0.03232  -0.2111   0.8294   0.1882
 -13.000  -0.1379   0.03682   0.03086  -0.2117   0.8208   0.1941
 -12.500  -0.1217   0.03470   0.02878  -0.2112   0.8162   0.1984
 -12.000  -0.1077   0.03241   0.02644  -0.2106   0.8089   0.2027
 -11.500  -0.0941   0.03006   0.02394  -0.2100   0.8014   0.2061
 -11.000  -0.0652   0.02845   0.02225  -0.2099   0.7940   0.2109
 -10.500  -0.0506   0.02679   0.02061  -0.2084   0.7858   0.2162
 -10.000  -0.0429   0.02536   0.01919  -0.2047   0.7781   0.2208
  -9.500  -0.0336   0.02384   0.01757  -0.2014   0.7695   0.2251
  -9.000  -0.0127   0.02246   0.01601  -0.1996   0.7606   0.2281
  -8.500  -0.0127   0.02149   0.01506  -0.1930   0.7511   0.2342
  -8.000  -0.1287   0.02071   0.01426  -0.1657   0.7373   0.2359
  -7.500  -0.1464   0.01988   0.01330  -0.1549   0.7253   0.2402
  -7.000  -0.2095   0.01990   0.01333  -0.1349   0.7127   0.2429
  -6.500  -0.1917   0.01955   0.01289  -0.1292   0.7011   0.2476
  -6.000  -0.1354   0.01910   0.01225  -0.1302   0.6891   0.2515
  -5.500  -0.1488   0.01912   0.01232  -0.1191   0.6754   0.2578
  -5.000  -0.1044   0.01871   0.01186  -0.1180   0.6627   0.2651
  -4.500  -0.0741   0.01884   0.01198  -0.1146   0.6504   0.2712
  -4.000  -0.0380   0.01895   0.01197  -0.1120   0.6365   0.2760
  -3.500   0.0073   0.01883   0.01174  -0.1112   0.6230   0.2832
  -3.000   0.0326   0.01919   0.01219  -0.1072   0.6114   0.2914
  -2.500   0.0787   0.01934   0.01224  -0.1065   0.5988   0.2990
  -2.000   0.1242   0.01966   0.01248  -0.1058   0.5880   0.3046
  -1.500   0.1599   0.02007   0.01289  -0.1036   0.5774   0.3124
  -1.000   0.2027   0.02038   0.01320  -0.1026   0.5661   0.3229
  -0.500   0.2525   0.02073   0.01352  -0.1027   0.5562   0.3314
  -0.000   0.2856   0.02156   0.01436  -0.1004   0.5477   0.3370
   0.500   0.3278   0.02203   0.01479  -0.0995   0.5377   0.3477
   1.000   0.3846   0.02220   0.01493  -0.1008   0.5260   0.3596
   1.500   0.4192   0.02316   0.01596  -0.0989   0.5201   0.3680
   2.000   0.4526   0.02430   0.01709  -0.0969   0.5118   0.3737
   2.500   0.4952   0.02494   0.01773  -0.0964   0.5025   0.3885
   3.000   0.5520   0.02521   0.01797  -0.0977   0.4919   0.4009
   3.500   0.5850   0.02648   0.01932  -0.0960   0.4868   0.4096
   4.000   0.6170   0.02793   0.02078  -0.0942   0.4792   0.4170
   4.500   0.6570   0.02891   0.02181  -0.0936   0.4706   0.4345
   5.000   0.7126   0.02926   0.02210  -0.0949   0.4604   0.4477
   5.500   0.7432   0.03092   0.02383  -0.0932   0.4558   0.4562
   6.000   0.7748   0.03259   0.02558  -0.0918   0.4490   0.4707
   6.500   0.8089   0.03410   0.02716  -0.0908   0.4411   0.4866
   7.000   0.8575   0.03479   0.02776  -0.0913   0.4317   0.5002
   7.500   0.8904   0.03654   0.02956  -0.0902   0.4267   0.5074
   8.000   0.9185   0.03862   0.03182  -0.0888   0.4206   0.5294
   8.500   0.9465   0.04076   0.03404  -0.0875   0.4133   0.5449
   9.000   0.9856   0.04210   0.03529  -0.0872   0.4053   0.5566
   9.500   1.0252   0.04348   0.03672  -0.0871   0.3990   0.5734
  10.000   1.0430   0.04647   0.03991  -0.0851   0.3936   0.5905
  10.500   1.0661   0.04912   0.04262  -0.0837   0.3868   0.6051
  11.000   1.0986   0.05103   0.04445  -0.0831   0.3798   0.6138
  11.500   1.1438   0.05192   0.04535  -0.0837   0.3724   0.6346
  12.000   1.1482   0.05622   0.04989  -0.0811   0.3677   0.6504
  12.500   1.1668   0.05942   0.05316  -0.0798   0.3613   0.6638
  13.000   1.1897   0.06229   0.05601  -0.0790   0.3547   0.6741
  13.500   1.2369   0.06288   0.05660  -0.0798   0.3474   0.7000
  14.000   1.2345   0.06795   0.06190  -0.0773   0.3426   0.7171
  14.500   1.2340   0.07303   0.06716  -0.0754   0.3360   0.7374
