  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5025                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000  -1.0940   0.11522   0.11045  -0.0679   0.9999   0.0861
 -24.500  -1.1047   0.10729   0.10234  -0.0717   0.9999   0.0885
 -24.000  -1.1102   0.10033   0.09522  -0.0746   0.9999   0.0907
 -23.500  -1.1063   0.09504   0.08997  -0.0761   0.9999   0.0943
 -23.000  -1.1113   0.08829   0.08314  -0.0786   0.9999   0.0973
 -22.500  -1.1168   0.08145   0.07615  -0.0810   0.9999   0.1003
 -22.000  -1.1162   0.07551   0.07004  -0.0827   0.9999   0.1026
 -21.500  -1.1171   0.07002   0.06457  -0.0836   0.9999   0.1069
 -21.000  -1.1159   0.06456   0.05905  -0.0846   0.9999   0.1104
 -20.500  -1.1127   0.05932   0.05369  -0.0854   0.9999   0.1138
 -20.000  -1.1083   0.05445   0.04868  -0.0858   0.9999   0.1170
 -19.500  -1.1096   0.04954   0.04379  -0.0855   0.9999   0.1220
 -19.000  -1.1049   0.04531   0.03951  -0.0848   0.9999   0.1262
 -18.500  -1.0979   0.04173   0.03581  -0.0833   0.9999   0.1298
 -18.000  -1.0994   0.03825   0.03227  -0.0803   0.9999   0.1342
 -17.500  -1.1098   0.03495   0.02898  -0.0758   0.9999   0.1391
 -17.000  -1.1203   0.03259   0.02658  -0.0697   0.9999   0.1434
 -16.500  -1.1284   0.03080   0.02469  -0.0631   0.9996   0.1469
 -16.000  -1.0870   0.02778   0.02168  -0.0655   0.9944   0.1547
 -15.500  -1.0355   0.02557   0.01945  -0.0684   0.9890   0.1626
 -15.000  -0.9771   0.02364   0.01747  -0.0719   0.9853   0.1711
 -14.500  -0.9342   0.02180   0.01567  -0.0721   0.9751   0.1800
 -14.000  -0.8707   0.02046   0.01426  -0.0750   0.9685   0.1882
 -13.500  -0.8153   0.01879   0.01268  -0.0770   0.9609   0.2004
 -13.000  -0.7738   0.01788   0.01169  -0.0749   0.9450   0.2082
 -12.500  -0.7341   0.01665   0.01050  -0.0727   0.9298   0.2203
 -12.000  -0.7009   0.01590   0.00973  -0.0686   0.9108   0.2299
 -11.500  -0.6615   0.01513   0.00891  -0.0655   0.8935   0.2408
 -11.000  -0.6258   0.01445   0.00824  -0.0617   0.8736   0.2527
 -10.500  -0.5816   0.01399   0.00768  -0.0591   0.8556   0.2626
 -10.000  -0.5474   0.01342   0.00715  -0.0548   0.8347   0.2771
  -9.500  -0.5034   0.01318   0.00681  -0.0520   0.8158   0.2872
  -9.000  -0.4620   0.01271   0.00634  -0.0489   0.7949   0.3034
  -8.500  -0.4143   0.01248   0.00606  -0.0468   0.7753   0.3158
  -8.000  -0.3685   0.01215   0.00570  -0.0444   0.7541   0.3320
  -7.500  -0.3200   0.01195   0.00549  -0.0425   0.7345   0.3461
  -7.000  -0.2718   0.01176   0.00521  -0.0406   0.7120   0.3626
  -6.500  -0.2229   0.01157   0.00506  -0.0388   0.6940   0.3782
  -6.000  -0.1740   0.01145   0.00486  -0.0370   0.6723   0.3951
  -5.500  -0.1243   0.01131   0.00476  -0.0354   0.6539   0.4120
  -5.000  -0.0751   0.01124   0.00463  -0.0337   0.6329   0.4298
  -4.500  -0.0251   0.01116   0.00457  -0.0322   0.6146   0.4479
  -4.000   0.0240   0.01113   0.00451  -0.0306   0.5947   0.4669
  -3.500   0.0739   0.01110   0.00448  -0.0291   0.5763   0.4859
  -3.000   0.1228   0.01110   0.00449  -0.0275   0.5577   0.5066
  -2.500   0.1724   0.01113   0.00451  -0.0260   0.5394   0.5262
  -2.000   0.2205   0.01115   0.00457  -0.0243   0.5219   0.5492
  -1.000   0.3167   0.01130   0.00476  -0.0210   0.4873   0.5951
  -0.500   0.3646   0.01137   0.00486  -0.0194   0.4710   0.6193
  -0.000   0.4102   0.01156   0.00506  -0.0174   0.4538   0.6441
   0.500   0.4566   0.01162   0.00524  -0.0156   0.4392   0.6726
   1.000   0.4982   0.01190   0.00548  -0.0130   0.4215   0.6994
   1.500   0.5414   0.01200   0.00571  -0.0106   0.4090   0.7284
   2.000   0.5789   0.01236   0.00609  -0.0073   0.3917   0.7616
   2.500   0.6250   0.01259   0.00649  -0.0057   0.3800   0.7930
   3.000   0.6645   0.01306   0.00697  -0.0030   0.3643   0.8268
   3.500   0.7066   0.01350   0.00751  -0.0008   0.3518   0.8593
   4.000   0.7446   0.01405   0.00810   0.0021   0.3379   0.8932
   4.500   0.7791   0.01478   0.00885   0.0055   0.3247   0.9263
   5.000   0.8234   0.01550   0.00961   0.0069   0.3123   0.9542
   5.500   0.8799   0.01662   0.01065   0.0049   0.2969   0.9720
   6.000   0.9427   0.01759   0.01162   0.0017   0.2846   0.9855
   6.500   1.0103   0.01896   0.01290  -0.0034   0.2692   0.9919
   7.000   1.0788   0.02010   0.01404  -0.0085   0.2571   0.9991
   7.500   1.0752   0.02123   0.01509  -0.0006   0.2464   1.0001
   8.000   1.0874   0.02215   0.01605   0.0048   0.2390   1.0001
   8.500   1.1050   0.02351   0.01738   0.0087   0.2294   1.0001
   9.000   1.1207   0.02548   0.01930   0.0119   0.2191   1.0001
   9.500   1.1483   0.02713   0.02101   0.0133   0.2111   1.0001
  10.000   1.1656   0.02962   0.02345   0.0152   0.2014   1.0001
  10.500   1.1875   0.03202   0.02591   0.0163   0.1937   1.0001
  11.000   1.2084   0.03463   0.02854   0.0172   0.1855   1.0001
  11.500   1.2175   0.03826   0.03213   0.0185   0.1762   1.0001
  12.000   1.2389   0.04122   0.03522   0.0186   0.1708   1.0001
  12.500   1.2512   0.04497   0.03898   0.0189   0.1635   1.0001
  13.000   1.2571   0.04934   0.04336   0.0193   0.1561   1.0001
  13.500   1.2704   0.05338   0.04753   0.0189   0.1510   1.0001
  14.000   1.2762   0.05814   0.05232   0.0185   0.1448   1.0001
  14.500   1.2776   0.06337   0.05758   0.0182   0.1385   1.0001
  15.000   1.2836   0.06844   0.06280   0.0172   0.1340   1.0001
  15.500   1.2857   0.07390   0.06830   0.0162   0.1288   1.0001
  16.000   1.2827   0.07987   0.07427   0.0152   0.1231   1.0001
  16.500   1.2856   0.08559   0.08017   0.0135   0.1196   1.0001
  17.000   1.2830   0.09190   0.08657   0.0117   0.1152   1.0001
  17.500   1.2780   0.09838   0.09303   0.0099   0.1102   1.0001
  18.000   1.2792   0.10435   0.09914   0.0078   0.1069   1.0001
  18.500   1.2734   0.11138   0.10632   0.0052   0.1034   1.0001
  19.000   1.2730   0.11760   0.11257   0.0025   0.0997   1.0001
  19.500   1.2768   0.12293   0.11789   0.0002   0.0954   1.0001
  20.000   1.2678   0.13064   0.12581  -0.0033   0.0927   1.0001
  20.500   1.2607   0.13811   0.13340  -0.0070   0.0895   1.0001
  21.000   1.2652   0.14372   0.13900  -0.0103   0.0863   1.0001
  21.500   1.2714   0.14893   0.14425  -0.0135   0.0833   1.0001
  22.000   1.2560   0.15795   0.15348  -0.0185   0.0807   1.0001
  22.500   1.2487   0.16564   0.16128  -0.0232   0.0777   1.0001
  23.000   1.2581   0.17049   0.16610  -0.0270   0.0750   1.0001
  23.500   1.2561   0.17718   0.17290  -0.0316   0.0724   1.0001
  24.000   1.2227   0.18979   0.18578  -0.0390   0.0695   1.0001
  24.500   1.2130   0.19841   0.19450  -0.0449   0.0669   1.0001
  25.000   1.2329   0.20141   0.19743  -0.0485   0.0648   1.0001
