  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8039                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000  -0.7974   0.09951   0.09458  -0.0972   0.9856   0.1939
 -24.500  -0.7682   0.09445   0.08954  -0.1015   0.9832   0.1984
 -24.000  -0.7582   0.08719   0.08216  -0.1068   0.9810   0.2039
 -23.500  -0.7670   0.07827   0.07301  -0.1122   0.9789   0.2089
 -23.000  -0.7247   0.07597   0.07081  -0.1135   0.9735   0.2137
 -22.500  -0.7077   0.07108   0.06591  -0.1155   0.9647   0.2185
 -22.000  -0.7008   0.06516   0.05987  -0.1178   0.9550   0.2237
 -21.500  -0.6974   0.05936   0.05388  -0.1195   0.9443   0.2280
 -21.000  -0.6690   0.05740   0.05200  -0.1182   0.9309   0.2335
 -20.500  -0.6521   0.05424   0.04881  -0.1170   0.9141   0.2382
 -20.000  -0.6473   0.04994   0.04435  -0.1163   0.8969   0.2433
 -19.500  -0.6411   0.04607   0.04032  -0.1152   0.8807   0.2468
 -19.000  -0.6095   0.04447   0.03865  -0.1134   0.8593   0.2530
 -18.500  -0.5916   0.04162   0.03580  -0.1124   0.8443   0.2583
 -18.000  -0.5723   0.03893   0.03297  -0.1111   0.8249   0.2636
 -17.500  -0.5534   0.03623   0.03008  -0.1099   0.8052   0.2680
 -17.000  -0.5278   0.03414   0.02790  -0.1085   0.7881   0.2734
 -16.500  -0.4990   0.03246   0.02613  -0.1070   0.7655   0.2796
 -16.000  -0.4706   0.03066   0.02432  -0.1057   0.7521   0.2852
 -15.500  -0.4495   0.02859   0.02206  -0.1038   0.7329   0.2905
 -15.000  -0.4207   0.02706   0.02035  -0.1022   0.7151   0.2939
 -14.500  -0.3827   0.02601   0.01937  -0.1007   0.7008   0.3023
 -14.000  -0.3578   0.02459   0.01782  -0.0983   0.6808   0.3085
 -13.500  -0.3255   0.02349   0.01667  -0.0965   0.6672   0.3145
 -13.000  -0.2941   0.02249   0.01555  -0.0943   0.6533   0.3188
 -12.500  -0.2589   0.02173   0.01466  -0.0921   0.6339   0.3261
 -12.000  -0.2288   0.02080   0.01380  -0.0895   0.6227   0.3336
 -11.500  -0.1956   0.02015   0.01311  -0.0869   0.6098   0.3402
 -11.000  -0.1679   0.01961   0.01240  -0.0834   0.5933   0.3455
 -10.500  -0.1338   0.01912   0.01184  -0.0806   0.5818   0.3505
 -10.000  -0.1014   0.01857   0.01137  -0.0773   0.5706   0.3603
  -9.500  -0.0764   0.01824   0.01099  -0.0728   0.5573   0.3677
  -9.000  -0.0523   0.01801   0.01067  -0.0680   0.5440   0.3740
  -8.500  -0.0293   0.01779   0.01042  -0.0627   0.5355   0.3783
  -8.000  -0.0060   0.01752   0.01015  -0.0573   0.5244   0.3877
  -7.500  -0.0098   0.01742   0.01001  -0.0471   0.5117   0.3958
  -7.000  -0.0223   0.01735   0.00996  -0.0350   0.5038   0.4025
  -6.500  -0.0622   0.01733   0.00995  -0.0176   0.4972   0.4074
  -6.000  -0.0663   0.01740   0.00993  -0.0069   0.4879   0.4116
  -5.500  -0.0568   0.01745   0.00992   0.0011   0.4767   0.4210
  -5.000  -0.0331   0.01746   0.01000   0.0065   0.4675   0.4315
  -4.500  -0.0086   0.01755   0.01016   0.0117   0.4608   0.4401
  -4.000   0.0190   0.01779   0.01034   0.0160   0.4515   0.4465
  -3.500   0.0468   0.01812   0.01057   0.0201   0.4407   0.4550
  -3.000   0.0841   0.01825   0.01081   0.0226   0.4324   0.4686
  -2.500   0.1181   0.01855   0.01120   0.0254   0.4259   0.4788
  -2.000   0.1514   0.01903   0.01164   0.0281   0.4174   0.4861
  -1.500   0.1841   0.01956   0.01211   0.0306   0.4075   0.4972
  -1.000   0.2252   0.01992   0.01258   0.0318   0.3997   0.5123
  -0.500   0.2616   0.02051   0.01325   0.0335   0.3936   0.5234
  -0.000   0.2950   0.02134   0.01405   0.0353   0.3858   0.5304
   0.500   0.3283   0.02208   0.01481   0.0369   0.3771   0.5482
   1.000   0.3708   0.02271   0.01552   0.0373   0.3694   0.5635
   1.500   0.4060   0.02369   0.01657   0.0382   0.3639   0.5740
   2.000   0.4361   0.02489   0.01784   0.0395   0.3568   0.5891
   2.500   0.4696   0.02599   0.01900   0.0404   0.3492   0.6084
   3.000   0.5118   0.02690   0.01990   0.0402   0.3412   0.6223
   3.500   0.5407   0.02843   0.02159   0.0410   0.3364   0.6400
   4.000   0.5685   0.03011   0.02343   0.0417   0.3300   0.6614
   4.500   0.6011   0.03166   0.02495   0.0419   0.3233   0.6762
   5.000   0.6411   0.03263   0.02601   0.0415   0.3151   0.7039
   5.500   0.6603   0.03519   0.02877   0.0423   0.3110   0.7247
   6.000   0.6870   0.03728   0.03103   0.0425   0.3052   0.7519
   6.500   0.7133   0.03936   0.03322   0.0426   0.2992   0.7795
   7.000   0.7434   0.04107   0.03499   0.0428   0.2917   0.8114
   8.000   0.7783   0.04671   0.04108   0.0443   0.2821   0.8800
   8.500   0.7897   0.05008   0.04458   0.0455   0.2765   0.9148
   9.000   0.8162   0.05231   0.04678   0.0455   0.2705   0.9439
   9.500   0.8491   0.05514   0.04966   0.0434   0.2651   0.9682
  10.000   0.8623   0.06057   0.05523   0.0407   0.2598   0.9816
  10.500   0.9029   0.06481   0.05949   0.0346   0.2542   0.9872
  11.000   0.9517   0.06813   0.06272   0.0283   0.2484   0.9927
  11.500   0.9796   0.07339   0.06807   0.0231   0.2429   0.9978
  12.000   0.9879   0.07909   0.07388   0.0204   0.2377   1.0004
  12.500   0.9683   0.08338   0.07820   0.0235   0.2327   1.0004
  13.000   0.9815   0.08522   0.07993   0.0244   0.2280   1.0004
  13.500   0.9868   0.08844   0.08317   0.0249   0.2232   1.0004
  14.000   0.9476   0.09698   0.09191   0.0261   0.2174   1.0004
  14.500   0.9470   0.10192   0.09686   0.0254   0.2124   1.0004
  15.000   0.9769   0.10372   0.09857   0.0233   0.2082   1.0004
  15.500   0.9453   0.11234   0.10737   0.0230   0.2024   1.0004
  16.000   0.9128   0.12151   0.11667   0.0221   0.1955   1.0004
  16.500   0.9427   0.12370   0.11880   0.0193   0.1921   1.0004
  17.000   0.9876   0.12396   0.11894   0.0162   0.1885   1.0004
  17.500   0.8481   0.14615   0.14156   0.0169   0.1762   1.0004
  18.000   0.8969   0.14605   0.14137   0.0132   0.1744   1.0004
  18.500   0.9451   0.14584   0.14106   0.0097   0.1719   1.0004
