  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6725                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.2359   0.24257   0.23920  -0.0973   0.9722   0.0486
 -22.500  -0.1368   0.21815   0.21470  -0.1219   0.9679   0.0529
 -20.500  -0.0979   0.19776   0.19430  -0.1297   0.9560   0.0605
 -20.000  -0.0815   0.19345   0.18999  -0.1320   0.9532   0.0635
 -19.500  -0.0850   0.18363   0.18013  -0.1367   0.9508   0.0656
 -18.500  -0.0776   0.16353   0.15994  -0.1465   0.9479   0.0623
 -18.000  -0.5739   0.07755   0.07281  -0.1773   0.9459   0.0840
 -17.500  -0.5735   0.07046   0.06553  -0.1830   0.9446   0.0864
 -17.000  -0.5711   0.06358   0.05843  -0.1889   0.9433   0.0880
 -16.500  -0.6564   0.06418   0.05906  -0.1686   0.9297   0.0891
 -16.000  -0.6621   0.06031   0.05519  -0.1678   0.9259   0.0919
 -15.500  -0.6590   0.05618   0.05101  -0.1689   0.9234   0.0944
 -15.000  -0.6545   0.05181   0.04653  -0.1708   0.9211   0.0972
 -14.500  -0.6393   0.04748   0.04202  -0.1742   0.9192   0.0997
 -14.000  -0.6259   0.04479   0.03930  -0.1751   0.9170   0.1033
 -13.000  -0.8108   0.04200   0.03642  -0.1387   0.8980   0.1043
 -12.500  -0.8154   0.03883   0.03318  -0.1367   0.8950   0.1071
 -12.000  -0.7932   0.03628   0.03052  -0.1379   0.8919   0.1105
 -11.500  -0.8655   0.03398   0.02811  -0.1229   0.8761   0.1113
 -11.000  -0.8053   0.03209   0.02609  -0.1279   0.8726   0.1154
 -10.500  -0.7418   0.03038   0.02441  -0.1328   0.8703   0.1223
 -10.000  -0.6667   0.02936   0.02330  -0.1381   0.8686   0.1280
  -9.500  -0.5924   0.02818   0.02211  -0.1433   0.8669   0.1354
  -9.000  -0.5237   0.02789   0.02183  -0.1471   0.8643   0.1429
  -8.500  -0.5180   0.02741   0.02128  -0.1395   0.8492   0.1464
  -8.000  -0.4463   0.02639   0.02032  -0.1437   0.8463   0.1562
  -7.500  -0.3689   0.02561   0.01950  -0.1482   0.8442   0.1649
  -7.000  -0.2925   0.02466   0.01861  -0.1528   0.8424   0.1762
  -6.500  -0.2141   0.02389   0.01783  -0.1573   0.8408   0.1863
  -6.000  -0.1330   0.02291   0.01691  -0.1624   0.8395   0.1997
  -4.500   0.0397   0.02135   0.01544  -0.1646   0.8177   0.2353
  -4.000   0.1189   0.02028   0.01441  -0.1690   0.8160   0.2510
  -3.500   0.1987   0.01913   0.01329  -0.1733   0.8146   0.2662
  -3.000   0.2790   0.01793   0.01216  -0.1778   0.8133   0.2843
  -1.000   0.5011   0.01605   0.01042  -0.1775   0.7616   0.3485
  -0.500   0.5634   0.01557   0.00994  -0.1787   0.7385   0.3672
  -0.000   0.6401   0.01467   0.00888  -0.1823   0.7120   0.3869
   0.500   0.7018   0.01453   0.00858  -0.1834   0.6825   0.4065
   1.000   0.7528   0.01487   0.00878  -0.1827   0.6575   0.4241
   1.500   0.8015   0.01532   0.00912  -0.1816   0.6320   0.4443
   2.000   0.8439   0.01595   0.00974  -0.1795   0.6146   0.4602
   2.500   0.8896   0.01651   0.01028  -0.1780   0.5939   0.4823
   3.000   0.9318   0.01722   0.01094  -0.1759   0.5769   0.4970
   3.500   0.9749   0.01789   0.01161  -0.1740   0.5584   0.5213
   4.000   1.0149   0.01870   0.01243  -0.1716   0.5430   0.5387
   4.500   1.0574   0.01946   0.01314  -0.1697   0.5243   0.5612
   5.000   1.1000   0.02024   0.01399  -0.1678   0.5117   0.5801
   5.500   1.1381   0.02121   0.01489  -0.1653   0.4939   0.6006
   6.000   1.1798   0.02208   0.01584  -0.1634   0.4816   0.6198
   6.500   1.2163   0.02320   0.01691  -0.1607   0.4660   0.6369
   7.000   1.2553   0.02422   0.01795  -0.1584   0.4518   0.6557
   7.500   1.2943   0.02527   0.01900  -0.1562   0.4385   0.6697
   8.000   1.3278   0.02654   0.02021  -0.1532   0.4215   0.6857
   8.500   1.3635   0.02783   0.02160  -0.1508   0.4116   0.7002
   9.000   1.3956   0.02935   0.02304  -0.1479   0.3972   0.7113
   9.500   1.4307   0.03064   0.02440  -0.1454   0.3845   0.7258
  10.000   1.4641   0.03213   0.02591  -0.1429   0.3721   0.7379
  10.500   1.4883   0.03416   0.02785  -0.1393   0.3567   0.7491
  11.000   1.5228   0.03563   0.02947  -0.1372   0.3471   0.7624
  11.500   1.5477   0.03776   0.03155  -0.1340   0.3336   0.7731
  12.000   1.5734   0.03991   0.03378  -0.1312   0.3221   0.7857
  12.500   1.6005   0.04202   0.03594  -0.1286   0.3105   0.7989
  13.500   1.6428   0.04728   0.04133  -0.1228   0.2876   0.8256
  14.500   1.6734   0.05363   0.04787  -0.1166   0.2649   0.8756
  15.000   1.6841   0.05686   0.05121  -0.1133   0.2545   1.0000
  15.500   1.6893   0.06137   0.05568  -0.1104   0.2421   1.0000
  16.000   1.7043   0.06523   0.05966  -0.1086   0.2340   1.0000
  16.500   1.7064   0.07022   0.06462  -0.1062   0.2228   1.0000
  17.000   1.7126   0.07488   0.06936  -0.1043   0.2139   1.0000
  17.500   1.7163   0.07988   0.07443  -0.1026   0.2049   1.0000
  18.000   1.7103   0.08585   0.08037  -0.1007   0.1939   1.0000
  18.500   1.7143   0.09105   0.08572  -0.0998   0.1872   1.0000
  19.000   1.7119   0.09684   0.09151  -0.0988   0.1784   1.0000
  19.500   1.7062   0.10304   0.09780  -0.0981   0.1703   1.0000
  20.000   1.7071   0.10852   0.10338  -0.0979   0.1630   1.0000
  20.500   1.6955   0.11551   0.11035  -0.0980   0.1544   1.0000
  21.000   1.6962   0.12111   0.11609  -0.0985   0.1487   1.0000
  21.500   1.6943   0.12708   0.12212  -0.0993   0.1420   1.0000
  22.000   1.6860   0.13371   0.12872  -0.1004   0.1339   1.0000
  22.500   1.6878   0.13932   0.13451  -0.1019   0.1295   1.0000
  23.000   1.6830   0.14568   0.14092  -0.1038   0.1237   1.0000
  23.500   1.6820   0.15131   0.14652  -0.1056   0.1171   1.0000
  24.000   1.6825   0.15710   0.15247  -0.1080   0.1130   1.0000
  24.500   1.6780   0.16356   0.15900  -0.1109   0.1080   1.0000
  25.000   1.6826   0.16840   0.16377  -0.1131   0.1022   1.0000
