     1.000000    0.000735
     0.990803    0.003312
     0.970047    0.009020
     0.947679    0.015006
     0.925218    0.020843
     0.902714    0.026522
     0.880169    0.032040
     0.857585    0.037399
     0.834964    0.042598
     0.812306    0.047636
     0.789614    0.052513
     0.766890    0.057228
     0.744134    0.061780
     0.721348    0.066167
     0.698534    0.070389
     0.675693    0.074442
     0.652827    0.078326
     0.629937    0.082037
     0.607025    0.085572
     0.584093    0.088929
     0.561141    0.092103
     0.538173    0.095092
     0.515190    0.097890
     0.492193    0.100493
     0.469186    0.102896
     0.446169    0.105093
     0.423147    0.107077
     0.400122    0.108842
     0.377097    0.110380
     0.354076    0.111682
     0.331062    0.112740
     0.308062    0.113542
     0.285079    0.114076
     0.262123    0.114329
     0.239201    0.114287
     0.216362    0.113930
     0.194676    0.113228
     0.175056    0.111243
     0.155763    0.107598
     0.136728    0.102329
     0.118025    0.095498
     0.099735    0.087184
     0.081943    0.077484
     0.064742    0.066507
     0.048259    0.054374
     0.032719    0.041259
     0.018746    0.027653
     0.008502    0.015855
     0.003354    0.008530
     0.001033    0.004118
     0.000083    0.001008
     0.000275   -0.001491
     0.002274   -0.003046
     0.005596   -0.003109
     0.010588   -0.001966
     0.019729    0.001326
     0.036750    0.008560
     0.057269    0.017299
     0.077491    0.025167
     0.097594    0.031950
     0.117717    0.037547
     0.137898    0.041871
     0.158130    0.044851
     0.178396    0.046431
     0.198950    0.046562
     0.221669    0.045841
     0.245061    0.045166
     0.268514    0.044539
     0.292003    0.043940
     0.315520    0.043354
     0.339034    0.042766
     0.362526    0.042164
     0.385998    0.041538
     0.409451    0.040879
     0.432888    0.040177
     0.456309    0.039425
     0.479717    0.038618
     0.503111    0.037749
     0.526493    0.036812
     0.549863    0.035804
     0.573223    0.034721
     0.596572    0.033558
     0.619911    0.032313
     0.643241    0.030983
     0.666562    0.029566
     0.689873    0.028060
     0.713177    0.026463
     0.736472    0.024775
     0.759758    0.022995
     0.783038    0.021122
     0.806309    0.019156
     0.829574    0.017098
     0.852831    0.014948
     0.876082    0.012706
     0.899326    0.010374
     0.922565    0.007953
     0.945796    0.005446
     0.968973    0.002858
     0.990495    0.000381
     1.000000   -0.000735
