  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8518                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.3768   0.26738   0.26457  -0.0339   1.0000   0.0192
 -24.000  -0.3733   0.26507   0.26231  -0.0330   1.0000   0.0196
 -23.500  -0.3613   0.26114   0.25840  -0.0352   0.9995   0.0202
 -23.000  -0.3327   0.25426   0.25149  -0.0428   0.9977   0.0212
 -22.500  -0.3055   0.24704   0.24425  -0.0502   0.9957   0.0227
 -21.000  -0.2250   0.22323   0.22039  -0.0737   0.9902   0.0243
 -20.500  -0.1928   0.21712   0.21426  -0.0809   0.9890   0.0251
 -20.000  -0.1669   0.21103   0.20816  -0.0867   0.9865   0.0263
 -19.500  -0.1446   0.20419   0.20130  -0.0921   0.9824   0.0285
 -19.000  -0.1295   0.19589   0.19298  -0.1010   0.9788   0.0294
 -18.000  -0.0678   0.18139   0.17845  -0.1123   0.9748   0.0304
 -17.500  -0.0356   0.17506   0.17210  -0.1190   0.9733   0.0315
 -17.000  -0.0055   0.16806   0.16507  -0.1261   0.9718   0.0336
 -16.500   0.0020   0.15873   0.15571  -0.1360   0.9695   0.0358
 -15.500   0.0531   0.14711   0.14408  -0.1403   0.9585   0.0372
 -15.000   0.0776   0.14169   0.13865  -0.1440   0.9531   0.0385
 -14.000   0.0877   0.12634   0.12325  -0.1526   0.9403   0.0433
 -13.500   0.1146   0.12230   0.11920  -0.1530   0.9322   0.0441
 -13.000   0.1366   0.11800   0.11487  -0.1544   0.9248   0.0455
 -12.500   0.1522   0.11289   0.10973  -0.1566   0.9170   0.0484
 -11.500  -0.2689   0.02658   0.02195  -0.2156   0.8748   0.0448
 -11.000  -0.2205   0.02446   0.01962  -0.2188   0.8663   0.0465
 -10.500  -0.1803   0.02271   0.01767  -0.2194   0.8586   0.0483
 -10.000  -0.1320   0.02121   0.01589  -0.2204   0.8505   0.0502
  -9.500  -0.0807   0.01916   0.01363  -0.2220   0.8428   0.0530
  -9.000  -0.0250   0.01831   0.01267  -0.2232   0.8349   0.0557
  -8.500   0.0248   0.01744   0.01163  -0.2230   0.8275   0.0584
  -8.000   0.0784   0.01612   0.01014  -0.2237   0.8193   0.0618
  -7.500   0.1387   0.01548   0.00939  -0.2252   0.8113   0.0659
  -7.000   0.1939   0.01514   0.00889  -0.2255   0.8038   0.0695
  -6.500   0.2462   0.01420   0.00794  -0.2255   0.7954   0.0752
  -6.000   0.3043   0.01377   0.00737  -0.2261   0.7870   0.0804
  -5.500   0.3657   0.01326   0.00678  -0.2278   0.7781   0.0882
  -5.000   0.4173   0.01302   0.00649  -0.2271   0.7707   0.0942
  -4.500   0.4724   0.01250   0.00598  -0.2272   0.7616   0.1046
  -4.000   0.5330   0.01219   0.00556  -0.2284   0.7528   0.1157
  -3.500   0.5879   0.01211   0.00546  -0.2284   0.7446   0.1266
  -3.000   0.6407   0.01183   0.00523  -0.2280   0.7353   0.1423
  -2.500   0.6984   0.01166   0.00501  -0.2286   0.7264   0.1593
  -2.000   0.7561   0.01168   0.00497  -0.2291   0.7172   0.1768
  -1.500   0.8060   0.01160   0.00497  -0.2281   0.7080   0.1980
  -1.000   0.8608   0.01153   0.00492  -0.2281   0.6987   0.2235
  -0.500   0.9192   0.01161   0.00498  -0.2288   0.6887   0.2509
  -0.000   0.9657   0.01164   0.00510  -0.2271   0.6797   0.2783
   0.500   1.0171   0.01170   0.00517  -0.2264   0.6701   0.3089
   1.000   1.0744   0.01189   0.00534  -0.2270   0.6595   0.3443
   1.500   1.1159   0.01199   0.00559  -0.2243   0.6505   0.3801
   2.000   1.1613   0.01212   0.00579  -0.2224   0.6406   0.4224
   2.500   1.2150   0.01238   0.00606  -0.2223   0.6296   0.4729
   3.000   1.2519   0.01259   0.00650  -0.2189   0.6203   0.5338
   3.500   1.2982   0.01277   0.00690  -0.2174   0.6101   0.6353
   4.000   1.3389   0.01261   0.00727  -0.2144   0.5993   1.0000
   4.500   1.3756   0.01314   0.00780  -0.2111   0.5896   1.0000
   5.000   1.4183   0.01367   0.00824  -0.2090   0.5787   1.0000
   5.500   1.4607   0.01428   0.00880  -0.2070   0.5678   1.0000
   6.000   1.4963   0.01499   0.00952  -0.2039   0.5576   1.0000
   6.500   1.5372   0.01570   0.01011  -0.2017   0.5449   1.0000
   7.000   1.5714   0.01655   0.01104  -0.1985   0.5354   1.0000
   7.500   1.6043   0.01750   0.01198  -0.1951   0.5237   1.0000
   8.000   1.6414   0.01843   0.01285  -0.1926   0.5115   1.0000
   8.500   1.6684   0.01967   0.01418  -0.1886   0.5007   1.0000
   9.000   1.6988   0.02089   0.01533  -0.1852   0.4874   1.0000
   9.500   1.7259   0.02233   0.01687  -0.1815   0.4763   1.0000
  10.000   1.7507   0.02393   0.01846  -0.1776   0.4629   1.0000
  10.500   1.7745   0.02570   0.02028  -0.1738   0.4499   1.0000
  11.000   1.7944   0.02779   0.02238  -0.1697   0.4351   1.0000
  11.500   1.8120   0.03018   0.02481  -0.1656   0.4202   1.0000
  12.000   1.8267   0.03286   0.02747  -0.1613   0.4033   1.0000
  12.500   1.8419   0.03569   0.03038  -0.1575   0.3883   1.0000
  13.000   1.8488   0.03914   0.03377  -0.1529   0.3703   1.0000
  13.500   1.8633   0.04233   0.03707  -0.1496   0.3553   1.0000
  14.000   1.8669   0.04645   0.04122  -0.1454   0.3384   1.0000
  14.500   1.8700   0.05074   0.04550  -0.1415   0.3199   1.0000
  15.000   1.8733   0.05515   0.04998  -0.1380   0.3025   1.0000
  15.500   1.8670   0.06065   0.05548  -0.1341   0.2838   1.0000
  16.000   1.8561   0.06677   0.06159  -0.1304   0.2634   1.0000
  16.500   1.8522   0.07229   0.06714  -0.1275   0.2439   1.0000
  17.000   1.8399   0.07882   0.07370  -0.1245   0.2246   1.0000
  17.500   1.8230   0.08607   0.08096  -0.1219   0.2053   1.0000
  18.000   1.8036   0.09379   0.08866  -0.1197   0.1856   1.0000
  18.500   1.7837   0.10169   0.09653  -0.1180   0.1657   1.0000
  19.000   1.7677   0.10918   0.10403  -0.1169   0.1486   1.0000
  19.500   1.7521   0.11682   0.11172  -0.1164   0.1333   1.0000
  20.000   1.7366   0.12458   0.11950  -0.1164   0.1190   1.0000
  20.500   1.7223   0.13226   0.12717  -0.1169   0.1057   1.0000
  21.000   1.7077   0.14016   0.13509  -0.1181   0.0945   1.0000
  21.500   1.7010   0.14693   0.14195  -0.1194   0.0856   1.0000
  22.000   1.6903   0.15433   0.14936  -0.1213   0.0771   1.0000
  22.500   1.6860   0.16096   0.15609  -0.1234   0.0709   1.0000
  23.000   1.6802   0.16782   0.16298  -0.1258   0.0646   1.0000
  23.500   1.6780   0.17429   0.16956  -0.1286   0.0598   1.0000
  24.000   1.6731   0.18109   0.17636  -0.1317   0.0548   1.0000
  24.500   1.6745   0.18707   0.18250  -0.1347   0.0517   1.0000
  25.000   1.6738   0.19330   0.18877  -0.1382   0.0482   1.0000
