  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8640                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.000   0.3680   0.19898   0.19488  -0.1895   0.9024   0.0865
 -23.500   0.3985   0.19606   0.19192  -0.1934   0.8971   0.0879
 -23.000   0.4250   0.19266   0.18847  -0.1975   0.8895   0.0911
 -21.000   0.5066   0.17525   0.17101  -0.2119   0.8740   0.0994
 -19.500   0.5478   0.15833   0.15390  -0.2226   0.8581   0.1013
 -19.000   0.4934   0.14302   0.13850  -0.2255   0.8560   0.1066
 -18.500   0.5309   0.14162   0.13713  -0.2283   0.8522   0.1075
 -18.000   0.5663   0.13978   0.13530  -0.2312   0.8479   0.1086
 -17.500   0.5931   0.13644   0.13192  -0.2342   0.8428   0.1105
 -17.000   0.5455   0.12288   0.11823  -0.2370   0.8383   0.1190
 -16.500   0.5839   0.12109   0.11639  -0.2400   0.8325   0.1202
 -16.000   0.6163   0.11892   0.11420  -0.2429   0.8262   0.1218
 -15.500   0.5563   0.10527   0.10049  -0.2448   0.8236   0.1325
 -15.000   0.5885   0.10345   0.09869  -0.2468   0.8193   0.1341
 -13.500   0.0871   0.04323   0.03734  -0.2479   0.8035   0.1776
 -13.000   0.1144   0.04150   0.03561  -0.2494   0.7957   0.1816
 -12.500   0.1198   0.03943   0.03357  -0.2477   0.7922   0.1850
 -12.000   0.1087   0.03671   0.03081  -0.2448   0.7864   0.1885
 -11.500   0.1056   0.03431   0.02829  -0.2423   0.7798   0.1916
 -11.000   0.1080   0.03207   0.02594  -0.2400   0.7735   0.1954
 -10.500   0.1355   0.03051   0.02436  -0.2409   0.7660   0.2004
 -10.000  -0.0378   0.03026   0.02421  -0.2066   0.7553   0.2008
  -9.500  -0.1008   0.02864   0.02253  -0.1926   0.7455   0.2032
  -9.000  -0.0966   0.02644   0.02018  -0.1899   0.7378   0.2069
  -8.500  -0.3194   0.02634   0.02001  -0.1502   0.7188   0.2059
  -8.000  -0.2764   0.02515   0.01869  -0.1502   0.7127   0.2098
  -7.500  -0.2029   0.02396   0.01732  -0.1549   0.7069   0.2129
  -7.000  -0.2349   0.02439   0.01782  -0.1425   0.6929   0.2178
  -6.500  -0.1884   0.02369   0.01711  -0.1426   0.6840   0.2235
  -6.000  -0.1137   0.02274   0.01604  -0.1470   0.6765   0.2290
  -5.500  -0.1053   0.02349   0.01679  -0.1409   0.6639   0.2323
  -5.000  -0.0610   0.02343   0.01658  -0.1404   0.6527   0.2359
  -4.500  -0.0017   0.02278   0.01593  -0.1424   0.6423   0.2447
  -4.000   0.0178   0.02367   0.01687  -0.1383   0.6299   0.2497
  -3.500   0.0736   0.02357   0.01662  -0.1396   0.6194   0.2553
  -3.000   0.1187   0.02401   0.01697  -0.1393   0.6092   0.2590
  -2.500   0.1487   0.02472   0.01771  -0.1371   0.5979   0.2676
  -2.000   0.2053   0.02472   0.01764  -0.1386   0.5874   0.2752
  -1.500   0.2492   0.02537   0.01828  -0.1384   0.5789   0.2814
  -1.000   0.2818   0.02651   0.01941  -0.1365   0.5702   0.2859
  -0.500   0.3283   0.02696   0.01981  -0.1367   0.5607   0.2953
  -0.000   0.3927   0.02684   0.01964  -0.1395   0.5504   0.3047
   0.500   0.4133   0.02868   0.02158  -0.1362   0.5441   0.3110
   1.000   0.4481   0.03002   0.02289  -0.1349   0.5362   0.3165
   1.500   0.4956   0.03064   0.02346  -0.1355   0.5279   0.3266
   2.000   0.5567   0.03072   0.02353  -0.1378   0.5184   0.3377
   2.500   0.5836   0.03259   0.02549  -0.1357   0.5129   0.3456
   3.000   0.6120   0.03447   0.02738  -0.1339   0.5056   0.3516
   3.500   0.6552   0.03548   0.02836  -0.1340   0.4983   0.3625
   4.000   0.7156   0.03556   0.02841  -0.1363   0.4891   0.3758
   4.500   0.7431   0.03762   0.03056  -0.1346   0.4838   0.3851
   5.000   0.7717   0.03972   0.03270  -0.1331   0.4774   0.3915
   5.500   0.8040   0.04161   0.03461  -0.1322   0.4706   0.4034
   6.000   0.8508   0.04251   0.03552  -0.1330   0.4632   0.4186
   6.500   0.8957   0.04360   0.03662  -0.1335   0.4561   0.4303
   7.000   0.9162   0.04638   0.03947  -0.1314   0.4507   0.4365
   7.500   0.9387   0.04909   0.04226  -0.1298   0.4441   0.4503
   8.000   0.9761   0.05074   0.04397  -0.1297   0.4379   0.4674
   8.500   1.0304   0.05107   0.04422  -0.1313   0.4301   0.4807
   9.000   1.0467   0.05433   0.04757  -0.1292   0.4250   0.4871
   9.500   1.0562   0.05825   0.05164  -0.1266   0.4186   0.5037
  10.000   1.0845   0.06070   0.05419  -0.1260   0.4127   0.5216
  10.500   1.1249   0.06211   0.05555  -0.1264   0.4066   0.5351
  11.000   1.1669   0.06329   0.05668  -0.1269   0.3999   0.5429
  11.500   1.1530   0.06932   0.06296  -0.1228   0.3938   0.5613
  12.000   1.1706   0.07274   0.06651  -0.1215   0.3877   0.5775
  12.500   1.1938   0.07569   0.06946  -0.1208   0.3818   0.5902
  13.000   1.2486   0.07569   0.06932  -0.1225   0.3758   0.5988
  13.500   1.2253   0.08283   0.07673  -0.1185   0.3692   0.6152
  14.000   1.2150   0.08891   0.08299  -0.1157   0.3618   0.6281
  14.500   1.2430   0.09142   0.08550  -0.1158   0.3567   0.6412
  15.000   1.2904   0.09200   0.08597  -0.1172   0.3516   0.6507
  15.500   1.2427   0.10174   0.09599  -0.1126   0.3427   0.6632
  16.000   1.2316   0.10821   0.10263  -0.1109   0.3350   0.6778
  16.500   1.2666   0.11002   0.10444  -0.1118   0.3307   0.6929
  17.000   1.3187   0.10999   0.10436  -0.1137   0.3265   0.7117
  17.500   1.2155   0.12587   0.12062  -0.1081   0.3127   0.7188
  18.000   1.2511   0.12756   0.12239  -0.1093   0.3088   0.7465
  18.500   1.2888   0.12790   0.12316  -0.1091   0.3057   0.9096
  19.000   1.3424   0.12708   0.12221  -0.1112   0.3020   1.0000
  20.000   1.2652   0.14641   0.14181  -0.1093   0.2831   1.0000
  20.500   1.3163   0.14607   0.14137  -0.1113   0.2806   1.0000
