  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 6927                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.5568   0.29509   0.29185  -0.0000   0.9890   0.0514
 -23.500  -0.5463   0.27833   0.27506  -0.0097   0.9894   0.0555
 -23.000  -0.5240   0.27597   0.27271  -0.0117   0.9895   0.0563
 -22.500  -0.5045   0.27283   0.26958  -0.0140   0.9896   0.0575
 -22.000  -0.4884   0.26845   0.26521  -0.0167   0.9896   0.0603
 -21.000  -0.4774   0.25155   0.24828  -0.0236   0.9896   0.0589
 -20.500  -0.4777   0.24159   0.23830  -0.0274   0.9896   0.0591
 -19.500  -0.9158   0.13461   0.13029  -0.0729   0.9896   0.0884
 -19.000  -0.9106   0.12944   0.12514  -0.0747   0.9896   0.0910
 -18.500  -0.9200   0.12180   0.11744  -0.0775   0.9895   0.0936
 -18.000  -0.9391   0.11279   0.10827  -0.0806   0.9892   0.0964
 -17.500  -0.9630   0.10317   0.09845  -0.0837   0.9886   0.0985
 -17.000  -0.9635   0.09738   0.09260  -0.0848   0.9868   0.1016
 -16.500  -0.9610   0.09207   0.08730  -0.0866   0.9849   0.1051
 -16.000  -0.9604   0.08611   0.08128  -0.0896   0.9828   0.1081
 -15.500  -0.9556   0.08072   0.07577  -0.0928   0.9811   0.1111
 -15.000  -0.9464   0.07582   0.07070  -0.0969   0.9796   0.1135
 -14.500  -0.9279   0.07340   0.06827  -0.0997   0.9785   0.1181
 -14.000  -0.9604   0.06701   0.06189  -0.0935   0.9717   0.1209
 -13.500  -0.9380   0.06298   0.05780  -0.0976   0.9677   0.1250
 -13.000  -0.9068   0.06007   0.05474  -0.1034   0.9658   0.1289
 -12.500  -0.8907   0.05503   0.04962  -0.1038   0.9544   0.1326
 -12.000  -0.8745   0.05001   0.04460  -0.1057   0.9431   0.1382
 -11.500  -0.8333   0.04682   0.04135  -0.1109   0.9409   0.1437
 -11.000  -0.8162   0.04295   0.03737  -0.1102   0.9294   0.1475
 -10.500  -0.8033   0.03943   0.03379  -0.1085   0.9175   0.1528
 -10.000  -0.7921   0.03604   0.03041  -0.1066   0.9057   0.1588
  -9.500  -0.7605   0.03321   0.02752  -0.1074   0.9009   0.1646
  -9.000  -0.7493   0.03103   0.02523  -0.1030   0.8878   0.1684
  -8.500  -0.7077   0.02822   0.02242  -0.1046   0.8838   0.1774
  -7.500  -0.6030   0.02495   0.01911  -0.1086   0.8669   0.1916
  -7.000  -0.5280   0.02311   0.01733  -0.1146   0.8631   0.2043
  -6.500  -0.4451   0.02173   0.01596  -0.1214   0.8600   0.2146
  -6.000  -0.3856   0.02103   0.01522  -0.1235   0.8446   0.2237
  -5.500  -0.2936   0.01969   0.01397  -0.1321   0.8380   0.2387
  -5.000  -0.1967   0.01867   0.01282  -0.1409   0.8313   0.2474
  -4.500  -0.1286   0.01815   0.01243  -0.1447   0.8121   0.2650
  -4.000  -0.0307   0.01732   0.01148  -0.1537   0.7991   0.2772
  -3.500   0.0334   0.01719   0.01140  -0.1562   0.7795   0.2929
  -3.000   0.1241   0.01665   0.01078  -0.1638   0.7598   0.3080
  -2.500   0.1835   0.01678   0.01088  -0.1651   0.7414   0.3192
  -2.000   0.2698   0.01647   0.01054  -0.1719   0.7187   0.3389
  -1.500   0.3291   0.01677   0.01081  -0.1731   0.7006   0.3498
  -1.000   0.4043   0.01674   0.01070  -0.1775   0.6776   0.3695
  -0.500   0.4664   0.01707   0.01108  -0.1792   0.6609   0.3846
  -0.000   0.5304   0.01735   0.01119  -0.1812   0.6385   0.3977
   0.500   0.5980   0.01763   0.01159  -0.1841   0.6228   0.4180
   1.000   0.6601   0.01809   0.01194  -0.1857   0.6022   0.4319
   1.500   0.7222   0.01845   0.01230  -0.1873   0.5846   0.4505
   2.000   0.7839   0.01894   0.01283  -0.1889   0.5684   0.4685
   2.500   0.8451   0.01959   0.01329  -0.1904   0.5463   0.4795
   3.000   0.9007   0.02005   0.01392  -0.1907   0.5345   0.5024
   3.500   0.9553   0.02082   0.01462  -0.1909   0.5162   0.5193
   4.000   1.0115   0.02149   0.01526  -0.1914   0.5006   0.5335
   4.500   1.0618   0.02221   0.01609  -0.1907   0.4870   0.5539
   5.000   1.1094   0.02330   0.01705  -0.1896   0.4667   0.5696
   5.500   1.1604   0.02404   0.01788  -0.1892   0.4568   0.5850
   6.000   1.2024   0.02494   0.01884  -0.1869   0.4427   0.6033
   6.500   1.2470   0.02614   0.01997  -0.1855   0.4253   0.6187
   7.000   1.2933   0.02713   0.02104  -0.1843   0.4157   0.6324
   7.500   1.3200   0.02842   0.02238  -0.1794   0.4021   0.6490
   8.000   1.3547   0.02987   0.02382  -0.1764   0.3872   0.6637
   8.500   1.4015   0.03136   0.02536  -0.1758   0.3775   0.6738
   9.000   1.4182   0.03298   0.02701  -0.1697   0.3649   0.6889
   9.500   1.4347   0.03472   0.02878  -0.1637   0.3518   0.7006
  10.000   1.4654   0.03638   0.03056  -0.1605   0.3436   0.7129
  10.500   1.4970   0.03880   0.03295  -0.1584   0.3307   0.7215
  11.000   1.5095   0.04118   0.03534  -0.1529   0.3180   0.7311
  11.500   1.5208   0.04283   0.03715  -0.1465   0.3111   0.7393
  12.000   1.5259   0.04537   0.03973  -0.1401   0.3012   0.7468
  12.500   1.5339   0.04843   0.04274  -0.1351   0.2874   0.7546
  13.000   1.5615   0.05132   0.04578  -0.1337   0.2810   0.7629
  13.500   1.5885   0.05472   0.04920  -0.1329   0.2704   0.7695
  14.000   1.5759   0.05855   0.05304  -0.1259   0.2592   0.7748
  14.500   1.5806   0.06101   0.05564  -0.1206   0.2529   0.7788
  15.000   1.5818   0.06444   0.05918  -0.1160   0.2452   0.7832
  15.500   1.5797   0.06871   0.06344  -0.1122   0.2353   0.7883
  16.000   1.5831   0.07299   0.06779  -0.1096   0.2266   0.7952
  16.500   1.6012   0.07723   0.07216  -0.1095   0.2195   0.8024
