  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 9020                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000  -1.0533   0.09540   0.09081  -0.0906   0.9998   0.0556
 -24.500  -1.0642   0.08710   0.08238  -0.0948   0.9998   0.0571
 -24.000  -1.0737   0.07921   0.07434  -0.0986   0.9998   0.0586
 -23.500  -1.0827   0.07161   0.06654  -0.1020   0.9998   0.0600
 -23.000  -1.0890   0.06442   0.05913  -0.1051   0.9998   0.0610
 -22.500  -1.0945   0.05834   0.05300  -0.1064   0.9998   0.0633
 -22.000  -1.0990   0.05218   0.04676  -0.1082   0.9998   0.0651
 -21.500  -1.0990   0.04670   0.04115  -0.1093   0.9998   0.0670
 -21.000  -1.0954   0.04187   0.03618  -0.1098   0.9998   0.0691
 -20.500  -1.0872   0.03785   0.03197  -0.1094   0.9998   0.0708
 -20.000  -1.0955   0.03339   0.02748  -0.1072   0.9998   0.0737
 -19.500  -1.1014   0.03020   0.02423  -0.1031   0.9998   0.0759
 -19.000  -1.1140   0.02792   0.02187  -0.0963   0.9998   0.0780
 -18.500  -1.1363   0.02627   0.02011  -0.0868   0.9998   0.0797
 -18.000  -1.1115   0.02448   0.01819  -0.0840   0.9960   0.0827
 -17.500  -1.0647   0.02258   0.01629  -0.0844   0.9894   0.0883
 -17.000  -1.0087   0.02152   0.01513  -0.0847   0.9838   0.0931
 -16.500  -0.9646   0.01997   0.01359  -0.0831   0.9734   0.0995
 -16.000  -0.8965   0.01898   0.01254  -0.0849   0.9685   0.1063
 -15.500  -0.8279   0.01767   0.01128  -0.0871   0.9649   0.1159
 -15.000  -0.7774   0.01701   0.01054  -0.0852   0.9541   0.1226
 -14.500  -0.7213   0.01588   0.00950  -0.0847   0.9453   0.1344
 -14.000  -0.6595   0.01504   0.00864  -0.0848   0.9378   0.1457
 -13.500  -0.6161   0.01443   0.00805  -0.0813   0.9239   0.1568
 -13.000  -0.5630   0.01365   0.00731  -0.0797   0.9125   0.1711
 -12.500  -0.5127   0.01319   0.00682  -0.0774   0.8992   0.1837
 -12.000  -0.4619   0.01256   0.00625  -0.0753   0.8848   0.2012
 -11.500  -0.4100   0.01207   0.00579  -0.0734   0.8706   0.2187
 -11.000  -0.3570   0.01167   0.00535  -0.0716   0.8542   0.2359
 -10.500  -0.3036   0.01129   0.00501  -0.0701   0.8386   0.2563
 -10.000  -0.2508   0.01090   0.00465  -0.0684   0.8205   0.2781
  -9.500  -0.1965   0.01063   0.00439  -0.0671   0.8035   0.2997
  -9.000  -0.1414   0.01043   0.00413  -0.0658   0.7838   0.3202
  -8.500  -0.0882   0.01016   0.00395  -0.0645   0.7655   0.3466
  -8.000  -0.0336   0.01000   0.00375  -0.0633   0.7440   0.3720
  -7.500   0.0205   0.00984   0.00362  -0.0621   0.7251   0.3969
  -6.500   0.1285   0.00966   0.00344  -0.0599   0.6829   0.4515
  -6.000   0.1821   0.00957   0.00342  -0.0589   0.6620   0.4812
  -5.500   0.2354   0.00958   0.00340  -0.0578   0.6402   0.5110
  -5.000   0.2886   0.00954   0.00341  -0.0567   0.6186   0.5432
  -4.500   0.3417   0.00956   0.00348  -0.0558   0.5981   0.5765
  -4.000   0.3931   0.00965   0.00356  -0.0546   0.5745   0.6125
  -3.500   0.4454   0.00964   0.00367  -0.0535   0.5547   0.6519
  -3.000   0.4964   0.00973   0.00384  -0.0523   0.5336   0.6937
  -2.500   0.5453   0.00987   0.00403  -0.0507   0.5104   0.7406
  -2.000   0.5959   0.00995   0.00425  -0.0495   0.4913   0.7888
  -1.500   0.6430   0.01016   0.00455  -0.0475   0.4702   0.8410
  -1.000   0.6889   0.01045   0.00488  -0.0453   0.4486   0.8914
  -0.500   0.7381   0.01079   0.00525  -0.0438   0.4292   0.9352
  -0.000   0.7981   0.01134   0.00571  -0.0449   0.4068   0.9651
   0.500   0.8708   0.01201   0.00624  -0.0492   0.3816   0.9831
   1.000   0.9527   0.01260   0.00675  -0.0556   0.3589   0.9928
   1.500   1.0191   0.01318   0.00726  -0.0590   0.3369   1.0002
   2.500   1.0388   0.01391   0.00785  -0.0429   0.3051   1.0002
   3.000   1.0664   0.01462   0.00848  -0.0387   0.2871   1.0002
   3.500   1.0992   0.01543   0.00920  -0.0359   0.2689   1.0002
   4.000   1.1341   0.01628   0.01004  -0.0336   0.2524   1.0002
   4.500   1.1640   0.01746   0.01113  -0.0310   0.2345   1.0002
   5.000   1.1972   0.01860   0.01223  -0.0291   0.2189   1.0002
   5.500   1.2277   0.01995   0.01357  -0.0272   0.2040   1.0002
   6.000   1.2514   0.02178   0.01531  -0.0247   0.1877   1.0002
   6.500   1.2823   0.02331   0.01687  -0.0235   0.1758   1.0002
   7.000   1.3039   0.02549   0.01904  -0.0215   0.1633   1.0002
   7.500   1.3261   0.02778   0.02133  -0.0200   0.1520   1.0002
   8.000   1.3463   0.03034   0.02392  -0.0187   0.1418   1.0002
   8.500   1.3614   0.03342   0.02701  -0.0174   0.1324   1.0002
   9.000   1.3768   0.03669   0.03036  -0.0166   0.1242   1.0002
   9.500   1.3875   0.04058   0.03427  -0.0159   0.1164   1.0002
  10.000   1.3953   0.04488   0.03865  -0.0155   0.1097   1.0002
  10.500   1.4047   0.04923   0.04310  -0.0155   0.1039   1.0002
  11.000   1.3986   0.05532   0.04921  -0.0154   0.0975   1.0002
  11.500   1.4103   0.05980   0.05385  -0.0162   0.0934   1.0002
  12.000   1.4089   0.06575   0.05989  -0.0170   0.0888   1.0002
  12.500   1.3998   0.07268   0.06689  -0.0179   0.0842   1.0002
  13.000   1.4018   0.07868   0.07307  -0.0194   0.0812   1.0002
  13.500   1.3964   0.08562   0.08012  -0.0212   0.0778   1.0002
  14.000   1.3841   0.09329   0.08782  -0.0230   0.0739   1.0002
  14.500   1.3827   0.09992   0.09462  -0.0251   0.0713   1.0002
  15.000   1.3768   0.10731   0.10218  -0.0278   0.0686   1.0002
  15.500   1.3688   0.11495   0.10990  -0.0306   0.0659   1.0002
  16.000   1.3647   0.12166   0.11664  -0.0331   0.0629   1.0002
  16.500   1.3589   0.12928   0.12447  -0.0366   0.0611   1.0002
  17.000   1.3560   0.13644   0.13176  -0.0401   0.0589   1.0002
  17.500   1.3496   0.14421   0.13962  -0.0441   0.0568   1.0002
  18.000   1.3540   0.14978   0.14518  -0.0474   0.0541   1.0002
  18.500   1.3438   0.15852   0.15415  -0.0523   0.0526   1.0002
  19.000   1.3398   0.16610   0.16188  -0.0569   0.0508   1.0002
  19.500   1.3341   0.17410   0.16999  -0.0619   0.0491   1.0002
  20.000   1.3392   0.17996   0.17586  -0.0663   0.0473   1.0002
  20.500   1.3350   0.18755   0.18357  -0.0714   0.0457   1.0002
  21.000   1.3123   0.19950   0.19581  -0.0787   0.0443   1.0002
  21.500   1.2886   0.21207   0.20860  -0.0864   0.0424   1.0002
  22.000   1.2852   0.22038   0.21697  -0.0925   0.0408   1.0002
  24.000   1.0693   0.33305   0.33029  -0.1400   0.0288   1.0002
  24.500   1.0847   0.33678   0.33404  -0.1445   0.0279   1.0002
  25.000   1.1014   0.33957   0.33686  -0.1486   0.0274   1.0002
