  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4631                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.3505   0.24197   0.23865  -0.0444   0.9962   0.0687
 -24.000  -0.3140   0.23868   0.23537  -0.0504   0.9940   0.0714
 -22.500  -0.6229   0.14704   0.14304  -0.0926   0.9884   0.0985
 -22.000  -0.5610   0.14682   0.14289  -0.0972   0.9868   0.0994
 -21.500  -0.4917   0.14727   0.14341  -0.1021   0.9855   0.0998
 -21.000  -0.4318   0.14632   0.14248  -0.1076   0.9843   0.1005
 -20.500  -0.2532   0.16845   0.16481  -0.1032   0.9790   0.0888
 -18.500  -0.7137   0.07334   0.06830  -0.1410   0.9671   0.1297
 -18.000  -0.7031   0.06630   0.06108  -0.1474   0.9649   0.1333
 -17.500  -0.6783   0.06117   0.05584  -0.1528   0.9624   0.1368
 -17.000  -0.6535   0.05670   0.05139  -0.1572   0.9590   0.1413
 -16.500  -0.6430   0.05285   0.04749  -0.1582   0.9521   0.1451
 -16.000  -0.6366   0.04827   0.04278  -0.1597   0.9443   0.1488
 -15.500  -0.6139   0.04478   0.03920  -0.1616   0.9380   0.1528
 -15.000  -0.5958   0.04106   0.03548  -0.1631   0.9310   0.1577
 -14.500  -0.5799   0.03823   0.03261  -0.1632   0.9230   0.1620
 -14.000  -0.5673   0.03517   0.02943  -0.1630   0.9142   0.1659
 -13.500  -0.5441   0.03268   0.02687  -0.1629   0.9061   0.1707
 -13.000  -0.5264   0.02995   0.02411  -0.1627   0.8951   0.1763
 -12.500  -0.5067   0.02790   0.02202  -0.1615   0.8869   0.1811
 -12.000  -0.4821   0.02586   0.01985  -0.1609   0.8774   0.1853
 -11.500  -0.4555   0.02391   0.01785  -0.1601   0.8688   0.1918
 -11.000  -0.4315   0.02230   0.01624  -0.1589   0.8592   0.1980
 -10.500  -0.4052   0.02098   0.01487  -0.1570   0.8499   0.2033
 -10.000  -0.3718   0.01985   0.01359  -0.1558   0.8410   0.2076
  -9.500  -0.3412   0.01853   0.01227  -0.1541   0.8301   0.2167
  -9.000  -0.3174   0.01779   0.01154  -0.1503   0.8218   0.2231
  -8.500  -0.2872   0.01718   0.01085  -0.1470   0.8118   0.2284
  -8.000  -0.2554   0.01636   0.00997  -0.1438   0.8014   0.2366
  -7.500  -0.2340   0.01601   0.00963  -0.1383   0.7908   0.2444
  -7.000  -0.2075   0.01571   0.00930  -0.1333   0.7803   0.2510
  -6.500  -0.1640   0.01529   0.00876  -0.1313   0.7690   0.2577
  -6.000  -0.1227   0.01484   0.00835  -0.1292   0.7572   0.2690
  -5.500  -0.0967   0.01460   0.00813  -0.1236   0.7452   0.2767
  -5.000  -0.0470   0.01438   0.00773  -0.1226   0.7312   0.2829
  -4.500  -0.0197   0.01400   0.00743  -0.1174   0.7174   0.2957
  -4.000   0.0068   0.01376   0.00717  -0.1117   0.7018   0.3047
  -3.500   0.0425   0.01370   0.00699  -0.1079   0.6855   0.3119
  -3.000   0.0693   0.01348   0.00677  -0.1024   0.6679   0.3242
  -2.500   0.1093   0.01346   0.00672  -0.0996   0.6516   0.3354
  -2.000   0.1480   0.01359   0.00676  -0.0965   0.6344   0.3441
  -1.500   0.1874   0.01365   0.00678  -0.0937   0.6174   0.3577
  -1.000   0.2280   0.01379   0.00695  -0.0911   0.6024   0.3703
  -0.500   0.2755   0.01408   0.00707  -0.0899   0.5858   0.3802
  -0.000   0.3153   0.01420   0.00729  -0.0873   0.5735   0.3957
   0.500   0.3564   0.01454   0.00759  -0.0850   0.5584   0.4095
   1.000   0.4028   0.01491   0.00790  -0.0838   0.5467   0.4194
   1.500   0.4450   0.01514   0.00823  -0.0819   0.5344   0.4380
   2.000   0.4897   0.01559   0.00859  -0.0804   0.5192   0.4531
   2.500   0.5339   0.01602   0.00905  -0.0789   0.5103   0.4647
   3.000   0.5741   0.01647   0.00960  -0.0769   0.4989   0.4848
   3.500   0.6177   0.01708   0.01010  -0.0755   0.4843   0.5002
   4.000   0.6619   0.01757   0.01068  -0.0743   0.4764   0.5170
   4.500   0.7023   0.01819   0.01141  -0.0725   0.4660   0.5363
   5.000   0.7400   0.01908   0.01218  -0.0704   0.4528   0.5499
   5.500   0.7841   0.01969   0.01292  -0.0694   0.4444   0.5719
   6.000   0.8246   0.02049   0.01380  -0.0679   0.4352   0.5904
   6.500   0.8591   0.02161   0.01484  -0.0656   0.4236   0.6032
   7.000   0.9007   0.02242   0.01575  -0.0645   0.4141   0.6273
   7.500   0.9389   0.02346   0.01688  -0.0630   0.4061   0.6449
   8.000   0.9743   0.02466   0.01805  -0.0613   0.3958   0.6625
   8.500   1.0111   0.02580   0.01924  -0.0597   0.3849   0.6855
   9.000   1.0453   0.02722   0.02077  -0.0581   0.3783   0.7028
   9.500   1.0793   0.02858   0.02226  -0.0565   0.3692   0.7346
  10.500   1.1386   0.03164   0.02568  -0.0521   0.3519   0.8331
  11.000   1.1632   0.03297   0.02730  -0.0491   0.3439   1.0000
  11.500   1.1879   0.03531   0.02955  -0.0473   0.3347   1.0000
  12.000   1.2200   0.03716   0.03135  -0.0463   0.3262   1.0000
  12.500   1.2479   0.03948   0.03373  -0.0451   0.3193   1.0000
  13.000   1.2684   0.04227   0.03650  -0.0435   0.3111   1.0000
  13.500   1.2958   0.04442   0.03853  -0.0422   0.3012   1.0000
  14.000   1.3156   0.04754   0.04177  -0.0410   0.2956   1.0000
  14.500   1.3338   0.05079   0.04505  -0.0397   0.2882   1.0000
  15.000   1.3525   0.05385   0.04802  -0.0384   0.2793   1.0000
  15.500   1.3673   0.05748   0.05173  -0.0372   0.2727   1.0000
  16.000   1.3830   0.06110   0.05543  -0.0363   0.2660   1.0000
  16.500   1.3902   0.06545   0.05976  -0.0351   0.2583   1.0000
  17.000   1.4080   0.06875   0.06306  -0.0344   0.2506   1.0000
  17.500   1.4109   0.07385   0.06830  -0.0337   0.2446   1.0000
  18.000   1.4204   0.07821   0.07268  -0.0332   0.2377   1.0000
  18.500   1.4372   0.08152   0.07590  -0.0328   0.2294   1.0000
  19.000   1.4311   0.08773   0.08230  -0.0325   0.2242   1.0000
  19.500   1.4354   0.09272   0.08735  -0.0325   0.2178   1.0000
  20.000   1.4441   0.09706   0.09161  -0.0326   0.2099   1.0000
  20.500   1.4443   0.10262   0.09732  -0.0330   0.2048   1.0000
  21.000   1.4375   0.10906   0.10388  -0.0337   0.1986   1.0000
  21.500   1.4482   0.11322   0.10798  -0.0344   0.1921   1.0000
  22.000   1.4497   0.11852   0.11337  -0.0354   0.1864   1.0000
  22.500   1.4425   0.12509   0.12007  -0.0369   0.1806   1.0000
  23.000   1.4495   0.12982   0.12478  -0.0383   0.1749   1.0000
  23.500   1.4573   0.13433   0.12931  -0.0398   0.1691   1.0000
  24.000   1.4478   0.14131   0.13646  -0.0422   0.1638   1.0000
  24.500   1.4468   0.14714   0.14230  -0.0446   0.1583   1.0000
  25.000   1.4715   0.14930   0.14437  -0.0459   0.1529   1.0000
