     1.000000    0.001680
     0.988769    0.006432
     0.969140    0.014523
     0.946392    0.023564
     0.921257    0.033140
     0.894600    0.042827
     0.867072    0.052328
     0.839061    0.061479
     0.810768    0.070196
     0.782299    0.078435
     0.753710    0.086173
     0.725037    0.093393
     0.696304    0.100082
     0.667534    0.106228
     0.638749    0.111818
     0.609968    0.116840
     0.581213    0.121280
     0.552507    0.125125
     0.523874    0.128360
     0.495338    0.130971
     0.466927    0.132942
     0.438670    0.134259
     0.410597    0.134906
     0.382743    0.134869
     0.355145    0.134132
     0.327848    0.132683
     0.300903    0.130509
     0.274372    0.127602
     0.248335    0.123959
     0.222894    0.119584
     0.198189    0.114498
     0.174407    0.108746
     0.151788    0.102409
     0.130624    0.095616
     0.111218    0.088545
     0.093815    0.081403
     0.078537    0.074388
     0.065345    0.067649
     0.054073    0.061270
     0.044487    0.055278
     0.036338    0.049658
     0.029401    0.044374
     0.023483    0.039382
     0.018432    0.034637
     0.014128    0.030095
     0.010483    0.025721
     0.007433    0.021483
     0.004934    0.017357
     0.002959    0.013328
     0.001495    0.009390
     0.000532    0.005552
     0.000059    0.001832
     0.000056   -0.001765
     0.000556   -0.005410
     0.001640   -0.009061
     0.003363   -0.012628
     0.005737   -0.016034
     0.008741   -0.019225
     0.012350   -0.022181
     0.016554   -0.024908
     0.021365   -0.027420
     0.026831   -0.029737
     0.033029   -0.031873
     0.040078   -0.033840
     0.048142   -0.035637
     0.057439   -0.037256
     0.068255   -0.038671
     0.080942   -0.039837
     0.095908   -0.040686
     0.113549   -0.041127
     0.134136   -0.041057
     0.157679   -0.040394
     0.183880   -0.039111
     0.212243   -0.037243
     0.242250   -0.034877
     0.273472   -0.032121
     0.305584   -0.029085
     0.338324   -0.025873
     0.371395   -0.022591
     0.404451   -0.019340
     0.437313   -0.016192
     0.469946   -0.013197
     0.502362   -0.010389
     0.534588   -0.007795
     0.566653   -0.005437
     0.598587   -0.003332
     0.630414   -0.001495
     0.662155    0.000064
     0.693830    0.001334
     0.725453    0.002310
     0.757034    0.002987
     0.788569    0.003363
     0.820028    0.003438
     0.851322    0.003217
     0.882231    0.002713
     0.912281    0.001956
     0.940613    0.001009
     0.966075   -0.000031
     0.987752   -0.001051
     1.000000   -0.001680
