  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 5839                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000  -0.3578   0.26534   0.26164  -0.0441   0.9825   0.0866
 -24.500  -0.3416   0.26382   0.26016  -0.0444   0.9824   0.0876
 -24.000  -0.3320   0.26064   0.25699  -0.0449   0.9823   0.0893
 -23.000  -0.3573   0.24182   0.23813  -0.0477   0.9818   0.0974
 -22.500  -0.3497   0.23463   0.23098  -0.0452   0.9776   0.0984
 -22.000  -0.3224   0.23021   0.22657  -0.0496   0.9715   0.1003
 -21.500  -0.3472   0.21554   0.21181  -0.0571   0.9682   0.1087
 -21.000  -0.3013   0.21343   0.20970  -0.0636   0.9653   0.1097
 -20.500  -0.2517   0.21068   0.20695  -0.0719   0.9629   0.1113
 -20.000  -0.2715   0.19539   0.19156  -0.0826   0.9611   0.1214
 -19.500  -0.2443   0.19057   0.18675  -0.0836   0.9459   0.1227
 -19.000  -0.1965   0.18692   0.18309  -0.0907   0.9421   0.1245
 -18.500  -0.2299   0.17008   0.16614  -0.0998   0.9399   0.1361
 -18.000  -0.1691   0.16647   0.16252  -0.1094   0.9380   0.1380
 -17.500  -0.2365   0.14563   0.14153  -0.1189   0.9368   0.1539
