  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8036                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000  -0.9670   0.09597   0.09093  -0.0884   0.9973   0.1762
 -24.500  -0.9447   0.09054   0.08551  -0.0921   0.9945   0.1807
 -24.000  -0.9268   0.08446   0.07935  -0.0963   0.9912   0.1854
 -23.500  -0.9329   0.07601   0.07067  -0.1013   0.9880   0.1895
 -23.000  -0.8878   0.07296   0.06769  -0.1044   0.9852   0.1952
 -22.500  -0.8560   0.06808   0.06281  -0.1086   0.9827   0.2001
 -22.000  -0.8330   0.06235   0.05696  -0.1132   0.9806   0.2052
 -21.500  -0.8247   0.05662   0.05106  -0.1153   0.9736   0.2089
 -21.000  -0.7850   0.05393   0.04847  -0.1166   0.9653   0.2156
 -20.500  -0.7548   0.05026   0.04479  -0.1184   0.9561   0.2207
 -20.000  -0.7348   0.04610   0.04052  -0.1194   0.9439   0.2256
 -19.500  -0.7250   0.04268   0.03695  -0.1177   0.9281   0.2291
 -19.000  -0.6974   0.04062   0.03492  -0.1158   0.9110   0.2364
 -18.500  -0.6834   0.03763   0.03190  -0.1141   0.8943   0.2417
 -18.000  -0.6615   0.03521   0.02933  -0.1122   0.8751   0.2467
 -17.500  -0.6442   0.03248   0.02642  -0.1107   0.8575   0.2505
 -17.000  -0.6152   0.03081   0.02476  -0.1085   0.8380   0.2583
 -16.500  -0.5879   0.02901   0.02289  -0.1067   0.8187   0.2642
 -16.000  -0.5630   0.02708   0.02085  -0.1048   0.8014   0.2697
 -15.500  -0.5332   0.02560   0.01912  -0.1029   0.7785   0.2740
 -15.000  -0.4995   0.02431   0.01789  -0.1009   0.7642   0.2823
 -14.500  -0.4727   0.02288   0.01637  -0.0984   0.7448   0.2888
 -14.000  -0.4381   0.02187   0.01528  -0.0964   0.7279   0.2949
 -13.500  -0.4060   0.02088   0.01413  -0.0940   0.7105   0.2996
 -13.000  -0.3706   0.02002   0.01319  -0.0916   0.6906   0.3085
 -12.500  -0.3367   0.01918   0.01240  -0.0890   0.6781   0.3158
 -12.000  -0.3026   0.01856   0.01165  -0.0862   0.6601   0.3226
 -11.500  -0.2684   0.01806   0.01102  -0.0833   0.6445   0.3275
 -11.000  -0.2298   0.01745   0.01045  -0.0807   0.6315   0.3372
 -10.500  -0.1991   0.01702   0.00995  -0.0769   0.6139   0.3452
 -10.000  -0.1662   0.01668   0.00958  -0.0733   0.6011   0.3527
  -9.500  -0.1324   0.01645   0.00926  -0.0696   0.5890   0.3578
  -9.000  -0.1006   0.01615   0.00891  -0.0655   0.5730   0.3682
  -8.500  -0.0764   0.01590   0.00870  -0.0600   0.5611   0.3770
  -8.000  -0.0521   0.01577   0.00856  -0.0543   0.5506   0.3849
  -7.500  -0.0409   0.01580   0.00846  -0.0460   0.5381   0.3901
  -7.000  -0.0279   0.01573   0.00836  -0.0380   0.5247   0.3998
  -6.500  -0.0392   0.01557   0.00830  -0.0253   0.5171   0.4087
  -6.000  -0.0316   0.01556   0.00829  -0.0162   0.5068   0.4174
  -5.500  -0.0097   0.01575   0.00834  -0.0100   0.4938   0.4243
  -5.000   0.0235   0.01574   0.00835  -0.0060   0.4846   0.4341
  -4.500   0.0485   0.01573   0.00845  -0.0005   0.4756   0.4464
  -4.000   0.0798   0.01593   0.00862   0.0036   0.4651   0.4569
  -3.500   0.1216   0.01627   0.00883   0.0057   0.4522   0.4640
  -3.000   0.1560   0.01631   0.00901   0.0090   0.4456   0.4787
  -2.500   0.1895   0.01657   0.00935   0.0123   0.4364   0.4920
  -2.000   0.2261   0.01704   0.00972   0.0148   0.4258   0.5022
  -1.500   0.2701   0.01737   0.01005   0.0160   0.4163   0.5145
  -1.000   0.3068   0.01769   0.01054   0.0182   0.4090   0.5311
  -0.500   0.3427   0.01828   0.01113   0.0203   0.4003   0.5441
  -0.000   0.3828   0.01892   0.01167   0.0216   0.3890   0.5561
   0.500   0.4224   0.01940   0.01233   0.0228   0.3826   0.5757
   1.000   0.4584   0.02018   0.01319   0.0243   0.3752   0.5907
   1.500   0.4942   0.02102   0.01403   0.0256   0.3671   0.6073
   2.000   0.5348   0.02176   0.01480   0.0262   0.3562   0.6281
   2.500   0.5699   0.02280   0.01595   0.0272   0.3512   0.6431
   3.000   0.6021   0.02393   0.01726   0.0284   0.3443   0.6690
   3.500   0.6362   0.02514   0.01850   0.0291   0.3366   0.6895
   4.000   0.6744   0.02618   0.01957   0.0295   0.3273   0.7147
   4.500   0.7011   0.02789   0.02150   0.0306   0.3223   0.7412
   5.000   0.7331   0.02938   0.02316   0.0311   0.3159   0.7713
   5.500   0.7619   0.03111   0.02493   0.0318   0.3087   0.7984
   6.000   0.7902   0.03274   0.02671   0.0330   0.3005   0.8382
   6.500   0.8133   0.03491   0.02911   0.0342   0.2958   0.8755
   7.000   0.8356   0.03713   0.03146   0.0355   0.2899   0.9113
   7.500   0.8538   0.03979   0.03415   0.0369   0.2832   0.9466
   8.000   0.8952   0.04195   0.03628   0.0347   0.2755   0.9719
   8.500   0.9313   0.04555   0.03999   0.0308   0.2706   0.9844
   9.000   0.9759   0.04949   0.04397   0.0248   0.2643   0.9911
   9.500   1.0228   0.05288   0.04727   0.0191   0.2569   0.9974
  10.000   1.0486   0.05604   0.05047   0.0171   0.2512   1.0003
  10.500   1.0377   0.05937   0.05387   0.0207   0.2467   1.0003
  11.000   1.0393   0.06258   0.05710   0.0225   0.2416   1.0003
  11.500   1.0454   0.06598   0.06043   0.0233   0.2355   1.0003
  12.000   1.0608   0.06895   0.06341   0.0231   0.2300   1.0003
  12.500   1.0537   0.07456   0.06916   0.0231   0.2252   1.0003
  13.000   1.0614   0.07887   0.07350   0.0223   0.2201   1.0003
  13.500   1.0816   0.08192   0.07647   0.0210   0.2146   1.0003
  14.000   1.0813   0.08720   0.08183   0.0201   0.2093   1.0003
  14.500   1.0757   0.09327   0.08803   0.0190   0.2044   1.0003
  15.000   1.0734   0.09900   0.09380   0.0176   0.1993   1.0003
  15.500   1.1028   0.10113   0.09582   0.0154   0.1943   1.0003
  16.000   1.0789   0.10942   0.10432   0.0141   0.1891   1.0003
  16.500   1.0696   0.11622   0.11122   0.0122   0.1839   1.0003
  17.000   1.0834   0.12035   0.11532   0.0097   0.1796   1.0003
  17.500   1.1266   0.12070   0.11555   0.0069   0.1751   1.0003
  18.000   1.0366   0.13741   0.13266   0.0054   0.1677   1.0003
  18.500   1.0549   0.14106   0.13629   0.0023   0.1638   1.0003
  19.000   1.0933   0.14207   0.13719  -0.0009   0.1607   1.0003
  19.500   0.9743   0.16349   0.15902  -0.0034   0.1493   1.0003
  20.000   1.0158   0.16405   0.15951  -0.0070   0.1473   1.0003
  20.500   1.0597   0.16413   0.15950  -0.0106   0.1452   1.0003
