  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 3523                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.5317   0.24995   0.24673  -0.0088   1.0000   0.0443
 -24.000  -0.5090   0.24645   0.24323  -0.0117   1.0000   0.0450
 -23.500  -0.4886   0.24235   0.23914  -0.0150   1.0000   0.0462
 -22.000  -0.8552   0.13370   0.12967  -0.0659   1.0000   0.0607
 -21.500  -0.8631   0.12579   0.12171  -0.0703   1.0000   0.0625
 -21.000  -0.8911   0.11470   0.11047  -0.0763   1.0000   0.0645
 -20.500  -0.9236   0.10334   0.09887  -0.0821   1.0000   0.0663
 -20.000  -0.9503   0.09319   0.08847  -0.0871   1.0000   0.0676
 -19.500  -0.9582   0.08650   0.08166  -0.0895   1.0000   0.0695
 -19.000  -0.9646   0.08020   0.07535  -0.0916   1.0000   0.0714
 -18.500  -0.9731   0.07391   0.06897  -0.0935   1.0000   0.0732
 -18.000  -0.9859   0.06749   0.06244  -0.0949   1.0000   0.0750
 -17.500  -1.0010   0.06144   0.05625  -0.0955   1.0000   0.0768
 -17.000  -1.0183   0.05604   0.05068  -0.0948   1.0000   0.0780
 -16.500  -1.0407   0.05150   0.04612  -0.0918   1.0000   0.0804
 -16.000  -1.0693   0.04702   0.04159  -0.0881   1.0000   0.0821
 -15.500  -1.0621   0.04223   0.03670  -0.0902   0.9977   0.0845
 -15.000  -1.0300   0.03786   0.03219  -0.0953   0.9930   0.0874
 -14.500  -0.9925   0.03399   0.02815  -0.1004   0.9888   0.0905
 -14.000  -0.9575   0.03012   0.02427  -0.1051   0.9840   0.0949
 -13.500  -0.9204   0.02753   0.02158  -0.1074   0.9750   0.0989
 -13.000  -0.8683   0.02521   0.01913  -0.1116   0.9694   0.1029
 -12.500  -0.8176   0.02275   0.01669  -0.1156   0.9648   0.1089
 -12.000  -0.7798   0.02140   0.01526  -0.1150   0.9533   0.1137
 -11.500  -0.7402   0.01981   0.01361  -0.1145   0.9423   0.1195
 -11.000  -0.7053   0.01864   0.01243  -0.1124   0.9305   0.1256
