  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7040                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -25.000  -0.7914   0.10725   0.10235  -0.0889   0.9867   0.1942
 -24.500  -0.7322   0.10535   0.10056  -0.0926   0.9839   0.1977
 -24.000  -0.6903   0.10132   0.09655  -0.0973   0.9816   0.2019
 -23.500  -0.7568   0.08646   0.08133  -0.1041   0.9796   0.2093
 -23.000  -0.7113   0.08305   0.07794  -0.1082   0.9772   0.2143
 -22.500  -0.6849   0.07977   0.07471  -0.1090   0.9694   0.2185
 -22.000  -0.6682   0.07473   0.06962  -0.1113   0.9600   0.2236
 -21.500  -0.6877   0.06655   0.06120  -0.1135   0.9498   0.2284
 -21.000  -0.6518   0.06423   0.05889  -0.1141   0.9375   0.2337
 -20.500  -0.6367   0.06119   0.05588  -0.1129   0.9230   0.2383
 -20.000  -0.6318   0.05686   0.05143  -0.1120   0.9053   0.2435
 -19.500  -0.6324   0.05217   0.04656  -0.1114   0.8894   0.2480
 -19.000  -0.6156   0.04923   0.04352  -0.1102   0.8713   0.2529
 -18.500  -0.5878   0.04716   0.04140  -0.1091   0.8495   0.2583
 -18.000  -0.5671   0.04448   0.03869  -0.1083   0.8342   0.2634
 -17.500  -0.5581   0.04097   0.03494  -0.1070   0.8130   0.2685
 -17.000  -0.5414   0.03809   0.03188  -0.1061   0.7958   0.2716
 -16.500  -0.5037   0.03692   0.03072  -0.1050   0.7768   0.2789
 -16.000  -0.4829   0.03453   0.02821  -0.1037   0.7561   0.2845
 -15.500  -0.4567   0.03255   0.02619  -0.1026   0.7416   0.2900
 -15.000  -0.4354   0.03045   0.02384  -0.1010   0.7208   0.2942
 -14.500  -0.4026   0.02904   0.02238  -0.0998   0.7055   0.3001
 -14.000  -0.3712   0.02768   0.02104  -0.0983   0.6904   0.3068
 -13.500  -0.3411   0.02644   0.01964  -0.0966   0.6690   0.3128
 -13.000  -0.3161   0.02491   0.01805  -0.0946   0.6577   0.3181
 -12.500  -0.2859   0.02380   0.01680  -0.0926   0.6435   0.3214
 -12.000  -0.2469   0.02315   0.01609  -0.0910   0.6239   0.3304
 -11.500  -0.2179   0.02213   0.01512  -0.0886   0.6139   0.3373
 -11.000  -0.1886   0.02129   0.01421  -0.0860   0.6011   0.3434
 -10.500  -0.1584   0.02075   0.01349  -0.0831   0.5851   0.3479
 -10.000  -0.1204   0.02022   0.01295  -0.0812   0.5737   0.3548
  -9.500  -0.0963   0.01951   0.01230  -0.0772   0.5630   0.3633
  -9.000  -0.0697   0.01915   0.01188  -0.0732   0.5503   0.3702
  -8.500  -0.0420   0.01895   0.01155  -0.0693   0.5361   0.3759
  -8.000  -0.0241   0.01859   0.01117  -0.0636   0.5290   0.3797
  -7.500   0.0011   0.01825   0.01088  -0.0588   0.5183   0.3901
  -7.000   0.0036   0.01813   0.01073  -0.0500   0.5068   0.3978
  -6.500  -0.0022   0.01806   0.01063  -0.0395   0.4966   0.4042
  -6.000  -0.0309   0.01800   0.01058  -0.0246   0.4910   0.4090
  -5.500  -0.0584   0.01803   0.01055  -0.0098   0.4832   0.4124
  -5.000  -0.0707   0.01801   0.01051   0.0021   0.4739   0.4216
  -4.500  -0.0563   0.01809   0.01057   0.0090   0.4612   0.4313
  -4.000  -0.0402   0.01815   0.01071   0.0155   0.4566   0.4394
  -3.500  -0.0175   0.01835   0.01090   0.0207   0.4491   0.4457
  -3.000   0.0064   0.01866   0.01113   0.0254   0.4400   0.4516
  -2.500   0.0398   0.01882   0.01129   0.0284   0.4280   0.4657
  -2.000   0.0723   0.01908   0.01167   0.0314   0.4229   0.4760
