  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 2517                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.000  -0.6971   0.27210   0.26917   0.0380   1.0000   0.0267
 -23.500  -0.6936   0.26188   0.25894   0.0291   1.0000   0.0288
 -23.000  -0.3321   0.17135   0.16892  -0.0154   1.0000   0.0300
 -22.500  -0.3181   0.16712   0.16468  -0.0178   1.0000   0.0315
 -22.000  -0.3209   0.16057   0.15811  -0.0225   1.0000   0.0349
 -21.500  -0.3097   0.15386   0.15141  -0.0249   1.0000   0.0354
 -21.000  -0.2905   0.15004   0.14759  -0.0263   1.0000   0.0362
 -20.500  -0.2756   0.14614   0.14368  -0.0282   1.0000   0.0376
 -20.000  -0.2842   0.13973   0.13726  -0.0332   1.0000   0.0420
 -19.500  -0.5789   0.20807   0.20511  -0.0041   1.0000   0.0419
 -19.000  -0.5719   0.19846   0.19550  -0.0089   1.0000   0.0421
 -18.500  -1.0090   0.09237   0.08823  -0.0575   1.0000   0.0394
 -18.000  -1.0349   0.08124   0.07686  -0.0635   1.0000   0.0401
 -17.500  -1.0563   0.07130   0.06667  -0.0688   1.0000   0.0409
 -17.000  -1.0701   0.06281   0.05794  -0.0731   1.0000   0.0416
 -16.500  -1.0796   0.05542   0.05031  -0.0765   1.0000   0.0422
 -16.000  -1.0915   0.04857   0.04335  -0.0783   1.0000   0.0437
 -15.500  -1.0927   0.04277   0.03742  -0.0803   1.0000   0.0449
 -15.000  -1.0879   0.03789   0.03240  -0.0816   1.0000   0.0463
 -14.500  -1.0800   0.03385   0.02822  -0.0819   1.0000   0.0478
 -14.000  -1.0705   0.03073   0.02492  -0.0805   1.0000   0.0493
 -13.500  -1.0727   0.02797   0.02202  -0.0761   1.0000   0.0508
 -13.000  -1.0951   0.02580   0.01979  -0.0668   1.0000   0.0523
 -12.500  -1.1303   0.02479   0.01870  -0.0530   1.0000   0.0533
 -12.000  -1.1182   0.02366   0.01750  -0.0470   0.9989   0.0554
 -11.500  -1.0583   0.02241   0.01610  -0.0496   0.9938   0.0585
 -11.000  -0.9982   0.02060   0.01426  -0.0527   0.9890   0.0633
 -10.500  -0.9406   0.01965   0.01325  -0.0542   0.9826   0.0680
 -10.000  -0.8818   0.01829   0.01185  -0.0561   0.9754   0.0738
  -9.500  -0.8128   0.01742   0.01093  -0.0596   0.9710   0.0802
  -9.000  -0.7412   0.01627   0.00982  -0.0638   0.9678   0.0897
  -8.500  -0.6877   0.01548   0.00898  -0.0638   0.9580   0.0980
  -8.000  -0.6219   0.01465   0.00818  -0.0663   0.9513   0.1096
  -7.500  -0.5552   0.01372   0.00732  -0.0689   0.9455   0.1248
  -7.000  -0.5032   0.01304   0.00669  -0.0682   0.9344   0.1403
  -6.500  -0.4466   0.01236   0.00605  -0.0683   0.9231   0.1588
  -6.000  -0.3902   0.01178   0.00552  -0.0683   0.9123   0.1797
  -5.500  -0.3387   0.01127   0.00505  -0.0673   0.8976   0.2021
  -5.000  -0.2827   0.01078   0.00461  -0.0671   0.8842   0.2287
  -4.500  -0.2305   0.01036   0.00426  -0.0661   0.8679   0.2565
  -4.000  -0.1752   0.00999   0.00393  -0.0658   0.8518   0.2870
  -3.500  -0.1213   0.00964   0.00365  -0.0651   0.8338   0.3192
  -3.000  -0.0669   0.00937   0.00344  -0.0646   0.8154   0.3530
  -2.500  -0.0115   0.00914   0.00322  -0.0641   0.7952   0.3882
  -2.000   0.0424   0.00892   0.00310  -0.0635   0.7751   0.4243
  -1.500   0.0969   0.00877   0.00299  -0.0629   0.7539   0.4620
  -1.000   0.1515   0.00869   0.00289  -0.0623   0.7313   0.5011
  -0.500   0.2053   0.00857   0.00285  -0.0616   0.7086   0.5424
  -0.000   0.2586   0.00847   0.00286  -0.0608   0.6856   0.5873
   0.500   0.3118   0.00844   0.00289  -0.0599   0.6622   0.6345
   1.000   0.3638   0.00844   0.00295  -0.0588   0.6368   0.6853
   1.500   0.4157   0.00843   0.00305  -0.0576   0.6127   0.7408
   2.000   0.4665   0.00844   0.00321  -0.0560   0.5884   0.7988
   2.500   0.5164   0.00856   0.00343  -0.0542   0.5634   0.8569
   3.500   0.6238   0.00917   0.00396  -0.0522   0.5108   0.9466
   4.000   0.6916   0.00961   0.00428  -0.0545   0.4817   0.9710
   4.500   0.7679   0.01009   0.00462  -0.0588   0.4511   0.9862
   6.000   0.9378   0.01140   0.00556  -0.0606   0.3628   1.0000
   6.500   0.9703   0.01182   0.00588  -0.0561   0.3374   1.0000
   7.000   1.0031   0.01232   0.00629  -0.0517   0.3116   1.0000
   7.500   1.0373   0.01291   0.00677  -0.0476   0.2855   1.0000
   8.000   1.0708   0.01358   0.00733  -0.0436   0.2599   1.0000
   8.500   1.1025   0.01435   0.00801  -0.0394   0.2350   1.0000
   9.000   1.1353   0.01524   0.00881  -0.0357   0.2108   1.0000
   9.500   1.1675   0.01627   0.00975  -0.0322   0.1880   1.0000
  10.000   1.1982   0.01746   0.01086  -0.0287   0.1672   1.0000
  10.500   1.2271   0.01883   0.01215  -0.0252   0.1481   1.0000
  11.000   1.2526   0.02047   0.01371  -0.0217   0.1311   1.0000
  11.500   1.2810   0.02203   0.01529  -0.0188   0.1186   1.0000
  12.000   1.3054   0.02394   0.01721  -0.0158   0.1072   1.0000
  12.500   1.3212   0.02654   0.01977  -0.0124   0.0965   1.0000
  13.000   1.3463   0.02865   0.02199  -0.0103   0.0896   1.0000
  13.500   1.3560   0.03205   0.02539  -0.0074   0.0819   1.0000
  14.000   1.3764   0.03478   0.02825  -0.0057   0.0769   1.0000
  14.500   1.3828   0.03893   0.03245  -0.0039   0.0717   1.0000
  15.000   1.3920   0.04303   0.03669  -0.0025   0.0679   1.0000
  15.500   1.4018   0.04732   0.04111  -0.0018   0.0642   1.0000
  16.000   1.3988   0.05317   0.04703  -0.0013   0.0605   1.0000
  16.500   1.4004   0.05875   0.05278  -0.0013   0.0578   1.0000
  17.000   1.4030   0.06440   0.05859  -0.0017   0.0554   1.0000
  17.500   1.4000   0.07095   0.06528  -0.0026   0.0531   1.0000
  18.000   1.3881   0.07866   0.07308  -0.0039   0.0508   1.0000
  18.500   1.3821   0.08573   0.08032  -0.0053   0.0491   1.0000
  19.000   1.3776   0.09297   0.08775  -0.0073   0.0475   1.0000
  19.500   1.3710   0.10064   0.09559  -0.0097   0.0458   1.0000
  20.000   1.3623   0.10869   0.10377  -0.0126   0.0442   1.0000
  20.500   1.3548   0.11601   0.11113  -0.0149   0.0421   1.0000
  21.000   1.3466   0.12411   0.11943  -0.0182   0.0411   1.0000
  21.500   1.3380   0.13255   0.12808  -0.0221   0.0400   1.0000
  22.000   1.3313   0.14072   0.13642  -0.0262   0.0388   1.0000
  22.500   1.3231   0.14932   0.14516  -0.0309   0.0376   1.0000
  23.000   1.3166   0.15756   0.15351  -0.0356   0.0365   1.0000
  23.500   1.3151   0.16431   0.16032  -0.0394   0.0349   1.0000
  24.000   1.2962   0.17552   0.17178  -0.0466   0.0342   1.0000
  24.500   1.2687   0.18919   0.18575  -0.0558   0.0333   1.0000
