  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7817                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.500  -0.5126   0.30823   0.30536  -0.0302   0.9736   0.0217
 -24.000  -0.5133   0.30217   0.29931  -0.0324   0.9736   0.0223
 -23.000  -0.5014   0.29111   0.28825  -0.0331   0.9735   0.0229
 -22.500  -0.4934   0.28724   0.28439  -0.0331   0.9734   0.0234
 -22.000  -0.4861   0.28296   0.28012  -0.0333   0.9733   0.0242
 -21.500  -0.4798   0.27792   0.27508  -0.0337   0.9732   0.0255
 -20.500  -0.4842   0.26259   0.25975  -0.0367   0.9728   0.0282
 -20.000  -0.2319   0.17291   0.17057  -0.0479   0.9582   0.0293
 -19.500  -0.2172   0.16929   0.16695  -0.0499   0.9578   0.0305
 -19.000  -0.2047   0.16516   0.16281  -0.0522   0.9574   0.0327
 -18.500  -0.2093   0.15986   0.15749  -0.0570   0.9570   0.0348
 -18.000  -0.1913   0.15502   0.15265  -0.0579   0.9567   0.0355
 -17.500  -0.1772   0.15540   0.15303  -0.0580   0.9561   0.0363
 -17.000  -0.1703   0.15192   0.14957  -0.0574   0.9560   0.0377
 -16.500  -0.1663   0.14772   0.14538  -0.0571   0.9559   0.0401
 -16.000  -0.4123   0.20935   0.20655  -0.0413   0.9651   0.0377
 -14.500  -0.6588   0.12003   0.11691  -0.0766   0.9622   0.0410
 -14.000  -0.5696   0.13145   0.12851  -0.0698   0.9616   0.0416
 -13.500  -0.5099   0.13743   0.13453  -0.0665   0.9610   0.0418
 -13.000  -0.4392   0.14719   0.14434  -0.0624   0.9604   0.0415
 -12.000  -0.9280   0.05824   0.05351  -0.1089   0.9561   0.0438
 -11.500  -0.9232   0.05227   0.04745  -0.1112   0.9559   0.0451
 -11.000  -0.8836   0.04782   0.04286  -0.1177   0.9557   0.0469
 -10.500  -0.8273   0.04420   0.03907  -0.1253   0.9555   0.0492
 -10.000  -0.7674   0.04105   0.03572  -0.1317   0.9551   0.0511
  -9.500  -0.7156   0.03586   0.03051  -0.1367   0.9503   0.0551
  -9.000  -0.6406   0.03481   0.02936  -0.1440   0.9471   0.0588
  -8.500  -0.5591   0.03391   0.02834  -0.1524   0.9454   0.0634
  -8.000  -0.4780   0.03369   0.02810  -0.1599   0.9435   0.0690
  -7.500  -0.3948   0.03364   0.02798  -0.1676   0.9421   0.0759
  -7.000  -0.3127   0.03408   0.02839  -0.1744   0.9408   0.0833
  -6.500  -0.2260   0.03463   0.02895  -0.1823   0.9399   0.0939
  -6.000  -0.1395   0.03569   0.02999  -0.1897   0.9390   0.1058
  -5.500  -0.0533   0.03752   0.03181  -0.1967   0.9382   0.1184
  -5.000  -0.0071   0.03413   0.02853  -0.1960   0.9220   0.1344
  -4.500   0.0859   0.03469   0.02914  -0.2041   0.9203   0.1564
  -4.000   0.1806   0.03559   0.03011  -0.2124   0.9191   0.1821
  -3.000   0.3218   0.03321   0.02788  -0.2190   0.9008   0.2347
  -2.500   0.4096   0.03332   0.02808  -0.2257   0.8997   0.2668
  -2.000   0.4970   0.03355   0.02839  -0.2322   0.8985   0.3000
  -1.000   0.6203   0.03104   0.02605  -0.2346   0.8804   0.3576
  -0.500   0.7029   0.03043   0.02553  -0.2399   0.8791   0.3910
   0.500   0.8167   0.02837   0.02368  -0.2399   0.8571   0.4484
   1.500   0.9016   0.02788   0.02339  -0.2343   0.7985   0.5010
   2.000   0.9849   0.02604   0.02158  -0.2389   0.7867   0.5319
   2.500   1.0823   0.02338   0.01885  -0.2462   0.7680   0.5632
   3.000   1.1769   0.02096   0.01626  -0.2531   0.7337   0.5935
   3.500   1.2321   0.02086   0.01601  -0.2527   0.6899   0.6164
   4.000   1.2747   0.02148   0.01642  -0.2499   0.6493   0.6357
   4.500   1.3125   0.02228   0.01715  -0.2462   0.6124   0.6559
   5.000   1.3506   0.02321   0.01791  -0.2427   0.5774   0.6722
   5.500   1.3855   0.02415   0.01879  -0.2385   0.5437   0.6886
   6.000   1.4208   0.02520   0.01973  -0.2345   0.5105   0.7031
   6.500   1.4538   0.02634   0.02078  -0.2302   0.4782   0.7157
   7.000   1.4857   0.02745   0.02181  -0.2256   0.4464   0.7259
   7.500   1.5193   0.02863   0.02288  -0.2216   0.4142   0.7382
   8.000   1.5525   0.02986   0.02400  -0.2176   0.3819   0.7472
   8.500   1.5817   0.03115   0.02521  -0.2128   0.3504   0.7546
   9.000   1.6104   0.03262   0.02657  -0.2082   0.3180   0.7640
   9.500   1.6386   0.03443   0.02824  -0.2038   0.2860   0.7737
  10.000   1.6620   0.03620   0.02992  -0.1986   0.2553   0.7799
  10.500   1.6855   0.03807   0.03170  -0.1936   0.2258   0.7865
  11.000   1.7080   0.04021   0.03373  -0.1887   0.1973   0.7952
  11.500   1.7276   0.04275   0.03619  -0.1837   0.1730   0.8027
  12.000   1.7455   0.04526   0.03867  -0.1786   0.1513   0.8079
  12.500   1.7621   0.04797   0.04137  -0.1736   0.1324   0.8149
  13.000   1.7751   0.05126   0.04467  -0.1686   0.1174   0.8219
  13.500   1.7835   0.05512   0.04851  -0.1636   0.1034   0.8269
  14.000   1.7948   0.05870   0.05219  -0.1592   0.0939   0.8326
  14.500   1.7995   0.06319   0.05676  -0.1548   0.0851   0.8386
  15.000   1.8056   0.06788   0.06154  -0.1512   0.0783   0.8437
  15.500   1.8028   0.07371   0.06747  -0.1476   0.0721   0.8475
  16.000   1.8088   0.07862   0.07258  -0.1450   0.0676   0.8528
  16.500   1.8019   0.08508   0.07914  -0.1424   0.0630   0.8573
  17.000   1.7960   0.09165   0.08589  -0.1406   0.0594   0.8611
  17.500   1.7962   0.09767   0.09210  -0.1396   0.0563   0.8647
  18.000   1.7885   0.10481   0.09937  -0.1391   0.0534   0.8678
  18.500   1.7697   0.11348   0.10816  -0.1392   0.0502   0.8712
  19.000   1.7711   0.11953   0.11445  -0.1398   0.0486   0.8756
  19.500   1.7692   0.12607   0.12117  -0.1408   0.0466   0.8790
  20.000   1.7628   0.13333   0.12858  -0.1426   0.0446   0.8820
  20.500   1.7514   0.14138   0.13673  -0.1451   0.0424   0.8847
  21.000   1.7460   0.14852   0.14402  -0.1477   0.0406   0.8873
  21.500   1.7457   0.15516   0.15087  -0.1505   0.0393   0.8904
  22.000   1.7424   0.16236   0.15825  -0.1541   0.0378   0.8946
  22.500   1.7397   0.16944   0.16548  -0.1580   0.0365   0.8976
  23.000   1.7364   0.17660   0.17272  -0.1622   0.0351   0.9005
  23.500   1.7359   0.18262   0.17881  -0.1656   0.0334   0.9035
  24.000   1.7321   0.19029   0.18670  -0.1709   0.0327   0.9064
  24.500   1.7279   0.19802   0.19464  -0.1766   0.0318   0.9091
  25.000   1.7249   0.20549   0.20230  -0.1823   0.0306   0.9126
